query_id,top1_id,sim1,top2_id,sim2,top3_id,sim3,found_in_top3?
id_10021,id_6684,0.9916,id_1127,0.9915,id_9838,0.9911,False
id_10021,id_6321,0.9930,id_2,0.9930,id_8206,0.9927,False
id_10021,id_4819,0.9932,id_162,0.9928,id_475,0.9927,False
id_10021,id_786,0.9952,id_6826,0.9941,id_2439,0.9940,False
id_10021,id_3794,0.9942,id_2331,0.9937,id_3026,0.9935,False
id_10021,id_1127,0.9921,id_10021,0.9921,id_7952,0.9920,True
id_10021,id_6770,0.9900,id_2409,0.9899,id_9599,0.9899,False
id_10021,id_10007,0.9922,id_3794,0.9921,id_1465,0.9920,False
id_10023,id_4359,0.9922,id_5232,0.9918,id_3571,0.9917,False
id_10023,id_10023,0.9955,id_505,0.9935,id_4463,0.9933,True
id_10023,id_7451,0.9944,id_556,0.9934,id_1847,0.9932,False
id_10023,id_10023,0.9951,id_6030,0.9942,id_505,0.9940,True
id_10023,id_10023,0.9969,id_10343,0.9952,id_6430,0.9951,True
id_10023,id_520,0.9917,id_65,0.9912,id_3589,0.9912,False
id_10023,id_3819,0.9958,id_10023,0.9956,id_555,0.9954,True
id_10023,id_10023,0.9939,id_6088,0.9928,id_1888,0.9926,True
id_10023,id_4567,0.9910,id_4463,0.9906,id_864,0.9904,False
id_10023,id_10023,0.9960,id_4222,0.9947,id_505,0.9942,True
id_10023,id_10023,0.9941,id_3819,0.9937,id_1222,0.9937,True
id_10023,id_10023,0.9935,id_9095,0.9928,id_8531,0.9926,True
id_10023,id_1537,0.9940,id_8035,0.9940,id_8622,0.9939,False
id_10023,id_10023,0.9932,id_4285,0.9925,id_4463,0.9925,True
id_10023,id_6741,0.9931,id_8474,0.9929,id_9988,0.9926,False
id_10023,id_10023,0.9957,id_505,0.9933,id_8781,0.9932,True
id_1003,id_2701,0.9896,id_6821,0.9895,id_5305,0.9895,False
id_1003,id_2701,0.9924,id_3218,0.9916,id_4998,0.9916,False
id_1003,id_1003,0.9963,id_4157,0.9936,id_3299,0.9934,True
id_1003,id_1003,0.9940,id_10239,0.9921,id_7953,0.9921,True
id_1003,id_1003,0.9944,id_4321,0.9928,id_1532,0.9918,True
id_1003,id_1026,0.9920,id_1003,0.9917,id_2383,0.9916,True
id_1003,id_1003,0.9914,id_3350,0.9903,id_6423,0.9890,True
id_1003,id_3773,0.9907,id_1003,0.9895,id_8912,0.9890,True
id_1003,id_1003,0.9918,id_90,0.9913,id_97,0.9913,True
id_1003,id_2383,0.9926,id_2710,0.9925,id_1026,0.9925,False
id_10048,id_9821,0.9930,id_5794,0.9927,id_168,0.9920,False
id_10048,id_4530,0.9906,id_5290,0.9903,id_5467,0.9902,False
id_10048,id_1571,0.9920,id_9044,0.9919,id_9599,0.9918,False
id_10048,id_10048,0.9940,id_2582,0.9938,id_6527,0.9936,True
id_10048,id_10048,0.9928,id_4938,0.9925,id_5038,0.9920,True
id_10048,id_5305,0.9903,id_6821,0.9902,id_9988,0.9894,False
id_10048,id_4530,0.9913,id_5467,0.9910,id_6319,0.9910,False
id_10048,id_10048,0.9930,id_3578,0.9923,id_5212,0.9918,True
id_10050,id_6934,0.9919,id_9379,0.9916,id_5212,0.9916,False
id_10050,id_10050,0.9932,id_2710,0.9927,id_5212,0.9925,True
id_10050,id_10050,0.9934,id_891,0.9930,id_6423,0.9926,True
id_10050,id_10050,0.9939,id_9670,0.9936,id_1295,0.9933,True
id_10050,id_10050,0.9941,id_6667,0.9939,id_6423,0.9935,True
id_10050,id_5305,0.9910,id_6821,0.9907,id_4177,0.9905,False
id_10050,id_8797,0.9922,id_7315,0.9921,id_6482,0.9920,False
id_10050,id_4945,0.9926,id_1597,0.9926,id_1360,0.9926,False
id_10050,id_6503,0.9918,id_4379,0.9916,id_8380,0.9915,False
id_10079,id_10079,0.9955,id_1210,0.9934,id_6024,0.9933,True
id_10079,id_8469,0.9938,id_7300,0.9937,id_10079,0.9937,True
id_10079,id_10079,0.9955,id_1321,0.9948,id_3165,0.9943,True
id_10079,id_10079,0.9937,id_6024,0.9920,id_4874,0.9920,True
id_10079,id_10079,0.9948,id_1321,0.9944,id_5801,0.9942,True
id_10079,id_10079,0.9961,id_5687,0.9953,id_1321,0.9948,True
id_10079,id_10079,0.9934,id_8469,0.9923,id_4874,0.9920,True
id_10079,id_10079,0.9937,id_5818,0.9933,id_10213,0.9931,True
id_10079,id_10079,0.9955,id_8072,0.9948,id_6024,0.9943,True
id_10079,id_10079,0.9940,id_6024,0.9925,id_3855,0.9919,True
id_10079,id_1542,0.9946,id_10079,0.9946,id_1540,0.9945,True
id_10079,id_10079,0.9944,id_9695,0.9931,id_3819,0.9928,True
id_10079,id_8469,0.9928,id_1542,0.9928,id_4455,0.9927,False
id_10079,id_7282,0.9939,id_8469,0.9939,id_792,0.9938,False
id_10079,id_10079,0.9959,id_864,0.9937,id_1321,0.9937,True
id_10079,id_10079,0.9938,id_4075,0.9928,id_5273,0.9926,True
id_10079,id_10079,0.9917,id_8072,0.9914,id_9545,0.9911,True
id_10079,id_10079,0.9950,id_1321,0.9949,id_4075,0.9943,True
id_10079,id_10079,0.9935,id_6594,0.9930,id_5965,0.9926,True
id_10079,id_8977,0.9903,id_5687,0.9901,id_8818,0.9901,False
id_10079,id_10079,0.9951,id_4075,0.9930,id_1001,0.9929,True
id_10079,id_10079,0.9951,id_5818,0.9943,id_7506,0.9942,True
id_10079,id_10079,0.9930,id_7300,0.9927,id_5310,0.9926,True
id_10079,id_10079,0.9943,id_5310,0.9933,id_7506,0.9928,True
id_10079,id_864,0.9940,id_8301,0.9938,id_10079,0.9938,True
id_10079,id_10079,0.9941,id_4075,0.9930,id_6024,0.9930,True
id_10079,id_10079,0.9945,id_4925,0.9941,id_5801,0.9938,True
id_10079,id_7568,0.9918,id_6703,0.9916,id_10079,0.9915,True
id_10079,id_8622,0.9917,id_8677,0.9916,id_2623,0.9915,False
id_10079,id_10079,0.9964,id_6024,0.9948,id_3855,0.9944,True
id_10079,id_10079,0.9951,id_6594,0.9945,id_4222,0.9939,True
id_10079,id_10079,0.9938,id_4667,0.9931,id_9230,0.9930,True
id_10079,id_3520,0.9914,id_6502,0.9911,id_3911,0.9908,False
id_10079,id_10079,0.9933,id_8613,0.9924,id_4075,0.9924,True
id_10079,id_10079,0.9958,id_7184,0.9937,id_5687,0.9933,True
id_10079,id_873,0.9927,id_1724,0.9917,id_9393,0.9913,False
id_10079,id_10079,0.9940,id_7184,0.9929,id_1700,0.9928,True
id_10085,id_10085,0.9919,id_3218,0.9903,id_10532,0.9896,True
id_10085,id_10085,0.9913,id_162,0.9911,id_7363,0.9909,True
id_10085,id_4715,0.9924,id_1252,0.9921,id_7381,0.9920,False
id_10085,id_10085,0.9913,id_3218,0.9904,id_2246,0.9904,True
id_10085,id_2670,0.9932,id_9046,0.9930,id_10085,0.9928,True
id_10085,id_10085,0.9946,id_2670,0.9945,id_1795,0.9944,True
id_10085,id_2065,0.9922,id_10085,0.9919,id_7092,0.9918,True
id_10085,id_3339,0.9927,id_10085,0.9925,id_3963,0.9923,True
id_10085,id_7524,0.9930,id_10085,0.9923,id_1412,0.9921,True
id_10085,id_10085,0.9936,id_8946,0.9927,id_7474,0.9926,True
id_10085,id_10085,0.9920,id_3311,0.9915,id_5011,0.9915,True
id_10085,id_3794,0.9901,id_10085,0.9897,id_2351,0.9897,True
id_10085,id_10085,0.9938,id_10518,0.9936,id_9629,0.9934,True
id_10085,id_3963,0.9934,id_891,0.9934,id_1795,0.9932,False
id_10085,id_9046,0.9920,id_2,0.9919,id_10206,0.9918,False
id_10085,id_2670,0.9919,id_7554,0.9918,id_10532,0.9914,False
id_10085,id_2351,0.9940,id_2246,0.9940,id_3963,0.9937,False
id_10085,id_10085,0.9923,id_9670,0.9919,id_4009,0.9916,True
id_10085,id_10085,0.9927,id_1597,0.9912,id_6934,0.9912,True
id_10085,id_10085,0.9927,id_2,0.9921,id_1795,0.9921,True
id_10085,id_10085,0.9931,id_10464,0.9925,id_5011,0.9923,True
id_10085,id_10085,0.9912,id_7363,0.9907,id_6809,0.9903,True
id_10085,id_10085,0.9917,id_5213,0.9899,id_10532,0.9896,True
id_10085,id_10085,0.9952,id_5213,0.9937,id_4324,0.9935,True
id_10085,id_2701,0.9923,id_5896,0.9918,id_9393,0.9915,False
id_10085,id_10085,0.9923,id_6934,0.9915,id_10203,0.9907,True
id_10085,id_4162,0.9929,id_8206,0.9927,id_10532,0.9926,False
id_10085,id_10085,0.9931,id_5213,0.9915,id_6770,0.9909,True
id_10110,id_2288,0.9910,id_10110,0.9905,id_5711,0.9902,True
id_10110,id_10110,0.9914,id_10464,0.9903,id_5011,0.9899,True
id_10110,id_10110,0.9898,id_9044,0.9897,id_10500,0.9896,True
id_10110,id_10110,0.9944,id_5948,0.9937,id_3512,0.9934,True
id_10110,id_4524,0.9930,id_5011,0.9929,id_10110,0.9928,True
id_10110,id_753,0.9928,id_5011,0.9916,id_10500,0.9915,False
id_10110,id_10110,0.9927,id_2216,0.9924,id_5948,0.9924,True
id_10110,id_10110,0.9942,id_2902,0.9932,id_6159,0.9928,True
id_10110,id_10110,0.9939,id_6053,0.9930,id_3506,0.9930,True
id_10110,id_10110,0.9925,id_5131,0.9923,id_163,0.9918,True
id_10110,id_1535,0.9937,id_2351,0.9932,id_4998,0.9929,False
id_10110,id_10110,0.9924,id_2351,0.9914,id_5033,0.9908,True
id_10110,id_10110,0.9907,id_2134,0.9907,id_163,0.9892,True
id_10110,id_6189,0.9913,id_4878,0.9909,id_4459,0.9908,False
id_10110,id_10110,0.9939,id_1664,0.9937,id_3758,0.9928,True
id_10110,id_10152,0.9915,id_2415,0.9915,id_9383,0.9914,False
id_10116,id_7282,0.9943,id_4125,0.9941,id_4006,0.9941,False
id_10116,id_10023,0.9930,id_10116,0.9930,id_9441,0.9921,True
id_10116,id_9695,0.9940,id_6376,0.9940,id_3819,0.9937,False
id_10116,id_10511,0.9920,id_6934,0.9919,id_7568,0.9917,False
id_10116,id_10116,0.9970,id_3153,0.9954,id_556,0.9953,True
id_10116,id_3926,0.9928,id_168,0.9926,id_5794,0.9925,False
id_10116,id_10116,0.9965,id_8604,0.9943,id_1357,0.9942,True
id_10116,id_3855,0.9928,id_9051,0.9926,id_10116,0.9924,True
id_10116,id_6024,0.9945,id_3709,0.9934,id_4075,0.9933,False
id_10116,id_891,0.9938,id_541,0.9932,id_446,0.9930,False
id_10125,id_10356,0.9919,id_8787,0.9909,id_10125,0.9905,True
id_10125,id_873,0.9891,id_5896,0.9890,id_2701,0.9890,False
id_10125,id_10125,0.9942,id_8474,0.9928,id_6321,0.9922,True
id_10125,id_10125,0.9924,id_2439,0.9920,id_1227,0.9913,True
id_10125,id_3517,0.9894,id_2409,0.9892,id_9166,0.9891,False
id_10125,id_6278,0.9922,id_6189,0.9917,id_9881,0.9916,False
id_10125,id_10125,0.9924,id_6821,0.9913,id_4268,0.9911,True
id_10125,id_10125,0.9933,id_10356,0.9928,id_6321,0.9928,True
id_10125,id_10125,0.9935,id_8206,0.9920,id_8474,0.9920,True
id_10125,id_4748,0.9921,id_4878,0.9918,id_6809,0.9918,False
id_10125,id_8474,0.9933,id_10110,0.9929,id_9272,0.9927,False
id_10125,id_10125,0.9933,id_10356,0.9927,id_2331,0.9923,True
id_10125,id_4165,0.9920,id_10541,0.9917,id_4869,0.9909,False
id_10125,id_10125,0.9937,id_953,0.9925,id_1201,0.9922,True
id_10125,id_10125,0.9944,id_1201,0.9927,id_8206,0.9927,True
id_10125,id_8866,0.9873,id_10393,0.9871,id_2246,0.9871,False
id_10131,id_10131,0.9954,id_261,0.9933,id_8301,0.9931,True
id_10131,id_10131,0.9905,id_6363,0.9885,id_526,0.9880,True
id_10131,id_10131,0.9938,id_1897,0.9875,id_5549,0.9874,True
id_10131,id_10131,0.9942,id_465,0.9904,id_261,0.9900,True
id_10131,id_10131,0.9959,id_4726,0.9913,id_7367,0.9907,True
id_10131,id_5934,0.9926,id_8811,0.9926,id_4006,0.9925,False
id_10131,id_10131,0.9956,id_4726,0.9926,id_1897,0.9925,True
id_10131,id_10131,0.9946,id_4726,0.9929,id_1096,0.9923,True
id_10131,id_10131,0.9907,id_3569,0.9884,id_610,0.9883,True
id_10131,id_10131,0.9936,id_4726,0.9903,id_7367,0.9901,True
id_10131,id_2435,0.9926,id_4726,0.9923,id_1735,0.9922,False
id_10131,id_10131,0.9941,id_465,0.9921,id_4726,0.9917,True
id_10131,id_10131,0.9952,id_7184,0.9926,id_8116,0.9925,True
id_10131,id_10131,0.9941,id_4726,0.9918,id_7367,0.9913,True
id_10131,id_10131,0.9936,id_7367,0.9883,id_264,0.9882,True
id_10131,id_10131,0.9953,id_4726,0.9942,id_7367,0.9929,True
id_10131,id_10131,0.9963,id_7666,0.9936,id_1222,0.9934,True
id_10131,id_10131,0.9954,id_4726,0.9898,id_7367,0.9898,True
id_10131,id_10131,0.9967,id_7367,0.9925,id_4726,0.9920,True
id_10131,id_10131,0.9953,id_1210,0.9909,id_5282,0.9905,True
id_10131,id_10131,0.9948,id_9809,0.9893,id_4726,0.9891,True
id_10131,id_10131,0.9944,id_1292,0.9934,id_4726,0.9932,True
id_10131,id_10131,0.9917,id_5934,0.9889,id_7367,0.9884,True
id_10135,id_10135,0.9965,id_3692,0.9927,id_7988,0.9926,True
id_10135,id_10135,0.9931,id_1750,0.9916,id_1824,0.9915,True
id_10135,id_10135,0.9938,id_6998,0.9924,id_1735,0.9920,True
id_10135,id_8622,0.9928,id_7568,0.9921,id_8677,0.9918,False
id_10135,id_10135,0.9964,id_2108,0.9918,id_1735,0.9917,True
id_10135,id_10135,0.9927,id_6998,0.9912,id_6502,0.9911,True
id_10135,id_10135,0.9942,id_6998,0.9928,id_8622,0.9925,True
id_10135,id_4379,0.9917,id_8622,0.9916,id_8627,0.9914,False
id_10135,id_10135,0.9947,id_6998,0.9910,id_6556,0.9908,True
id_10136,id_6568,0.9898,id_8977,0.9889,id_6502,0.9877,False
id_10136,id_5202,0.9944,id_10136,0.9942,id_2867,0.9940,True
id_10136,id_2867,0.9931,id_10136,0.9921,id_5202,0.9919,True
id_10136,id_8152,0.9916,id_6998,0.9915,id_6899,0.9914,False
id_10136,id_1155,0.9922,id_2867,0.9921,id_6899,0.9921,False
id_10136,id_6899,0.9925,id_10136,0.9923,id_7380,0.9923,True
id_10136,id_8152,0.9921,id_6998,0.9921,id_2867,0.9913,False
id_10136,id_10136,0.9937,id_9291,0.9926,id_1155,0.9926,True
id_10136,id_10136,0.9935,id_6891,0.9927,id_9524,0.9922,True
id_10136,id_5282,0.9929,id_10136,0.9929,id_864,0.9926,True
id_10136,id_6998,0.9928,id_6568,0.9926,id_8152,0.9924,False
id_10136,id_10136,0.9932,id_5202,0.9915,id_2867,0.9913,True
id_10136,id_10136,0.9938,id_264,0.9933,id_10313,0.9930,True
id_10136,id_6373,0.9951,id_6284,0.9944,id_1001,0.9943,False
id_10136,id_10136,0.9929,id_10313,0.9928,id_1365,0.9922,True
id_10136,id_10136,0.9929,id_7166,0.9916,id_5202,0.9914,True
id_10152,id_9016,0.9926,id_1674,0.9926,id_9905,0.9923,False
id_10152,id_10152,0.9935,id_3039,0.9919,id_9016,0.9917,True
id_10152,id_6336,0.9926,id_8170,0.9924,id_4324,0.9923,False
id_10152,id_5305,0.9901,id_10541,0.9894,id_6821,0.9894,False
id_10152,id_9905,0.9932,id_9838,0.9928,id_8627,0.9927,False
id_10152,id_9393,0.9910,id_2701,0.9902,id_5896,0.9899,False
id_10152,id_5951,0.9916,id_8547,0.9915,id_4118,0.9914,False
id_10170,id_2480,0.9933,id_1540,0.9932,id_1542,0.9931,False
id_10170,id_7367,0.9929,id_10021,0.9923,id_10170,0.9921,True
id_10170,id_10170,0.9955,id_2435,0.9929,id_4925,0.9927,True
id_10170,id_5018,0.9930,id_99,0.9928,id_3257,0.9925,False
id_10170,id_10170,0.9957,id_2361,0.9937,id_5282,0.9936,True
id_10170,id_10170,0.9929,id_1540,0.9916,id_2435,0.9915,True
id_10170,id_10170,0.9952,id_4925,0.9945,id_10507,0.9941,True
id_10170,id_1724,0.9872,id_7834,0.9870,id_2701,0.9866,False
id_10178,id_8036,0.9921,id_10383,0.9917,id_8818,0.9916,False
id_10178,id_10178,0.9948,id_6457,0.9945,id_7350,0.9939,True
id_10178,id_8764,0.9933,id_800,0.9927,id_8677,0.9924,False
id_10178,id_10178,0.9937,id_9031,0.9933,id_7350,0.9932,True
id_10178,id_7568,0.9936,id_8818,0.9928,id_4138,0.9927,False
id_10178,id_10178,0.9951,id_6334,0.9948,id_8055,0.9944,True
id_10178,id_3136,0.9940,id_7451,0.9932,id_3831,0.9929,False
id_10181,id_1913,0.9934,id_3415,0.9925,id_5222,0.9922,False
id_10181,id_10181,0.9922,id_6816,0.9914,id_4511,0.9913,True
id_10181,id_10181,0.9943,id_4323,0.9926,id_8613,0.9922,True
id_10181,id_10181,0.9930,id_4323,0.9927,id_7678,0.9914,True
id_10181,id_904,0.9938,id_3877,0.9938,id_6816,0.9938,False
id_10181,id_10181,0.9942,id_6816,0.9931,id_3855,0.9926,True
id_10181,id_6816,0.9937,id_10181,0.9930,id_7149,0.9923,True
id_10181,id_10181,0.9943,id_904,0.9939,id_7484,0.9930,True
id_10181,id_7484,0.9937,id_9171,0.9934,id_142,0.9934,False
id_10181,id_10181,0.9913,id_7678,0.9909,id_4323,0.9904,True
id_10181,id_10181,0.9937,id_904,0.9931,id_10482,0.9929,True
id_10181,id_7678,0.9941,id_4409,0.9940,id_6816,0.9939,False
id_10181,id_10181,0.9915,id_6816,0.9910,id_1210,0.9905,True
id_1020,id_1952,0.9921,id_3497,0.9913,id_9291,0.9912,False
id_1020,id_1020,0.9951,id_6703,0.9922,id_5801,0.9922,True
id_1020,id_1020,0.9929,id_809,0.9926,id_446,0.9925,True
id_1020,id_1020,0.9938,id_3497,0.9922,id_4910,0.9922,True
id_1020,id_1020,0.9944,id_3497,0.9924,id_264,0.9915,True
id_1020,id_5202,0.9923,id_1020,0.9922,id_701,0.9917,True
id_1020,id_1020,0.9954,id_809,0.9933,id_8469,0.9931,True
id_1020,id_1020,0.9924,id_10343,0.9917,id_10125,0.9916,True
id_1020,id_1020,0.9953,id_3497,0.9940,id_365,0.9928,True
id_1020,id_1020,0.9925,id_264,0.9908,id_3497,0.9905,True
id_1020,id_1020,0.9931,id_809,0.9909,id_3497,0.9907,True
id_1020,id_1627,0.9924,id_3039,0.9921,id_3794,0.9920,False
id_1020,id_1020,0.9940,id_8469,0.9910,id_9095,0.9910,True
id_1020,id_9393,0.9913,id_1612,0.9909,id_1535,0.9909,False
id_1020,id_1020,0.9937,id_9524,0.9920,id_7474,0.9918,True
id_1020,id_1020,0.9925,id_3497,0.9925,id_6284,0.9923,True
id_1020,id_891,0.9917,id_1535,0.9914,id_4667,0.9913,False
id_1020,id_1020,0.9937,id_5752,0.9936,id_56,0.9928,True
id_1020,id_1020,0.9937,id_264,0.9930,id_365,0.9921,True
id_1020,id_1020,0.9939,id_5801,0.9922,id_6703,0.9919,True
id_1020,id_1020,0.9962,id_9823,0.9932,id_4716,0.9930,True
id_1020,id_4716,0.9918,id_446,0.9917,id_8055,0.9917,False
id_1020,id_1020,0.9957,id_3497,0.9939,id_264,0.9932,True
id_1020,id_1020,0.9935,id_809,0.9927,id_2500,0.9925,True
id_1020,id_8677,0.9905,id_8531,0.9902,id_9095,0.9900,False
id_1020,id_1020,0.9937,id_3497,0.9931,id_6284,0.9924,True
id_1020,id_10125,0.9878,id_5305,0.9878,id_10085,0.9873,False
id_1020,id_1020,0.9937,id_809,0.9932,id_5801,0.9932,True
id_1020,id_8036,0.9916,id_69,0.9907,id_9840,0.9907,False
id_1020,id_4748,0.9927,id_3925,0.9912,id_6313,0.9907,False
id_1020,id_2361,0.9920,id_168,0.9920,id_9530,0.9920,False
id_1020,id_1155,0.9932,id_1020,0.9929,id_3497,0.9928,True
id_1020,id_1020,0.9920,id_5752,0.9911,id_4910,0.9911,True
id_1020,id_1020,0.9926,id_264,0.9914,id_3497,0.9911,True
id_1020,id_5752,0.9934,id_1020,0.9933,id_809,0.9930,True
id_1020,id_1020,0.9950,id_3497,0.9945,id_4716,0.9944,True
id_1020,id_4910,0.9906,id_264,0.9905,id_1020,0.9903,True
id_1020,id_9393,0.9880,id_5896,0.9870,id_7834,0.9869,False
id_1020,id_1020,0.9950,id_365,0.9917,id_10343,0.9915,True
id_1020,id_1020,0.9915,id_1155,0.9913,id_4455,0.9912,True
id_1020,id_1020,0.9930,id_99,0.9917,id_2101,0.9917,True
id_1020,id_9393,0.9870,id_7834,0.9865,id_5896,0.9865,False
id_1020,id_1020,0.9930,id_9524,0.9920,id_3497,0.9919,True
id_1020,id_1020,0.9931,id_9095,0.9924,id_7456,0.9918,True
id_1020,id_56,0.9915,id_5018,0.9910,id_5922,0.9908,False
id_1020,id_3397,0.9940,id_1020,0.9926,id_3157,0.9926,True
id_1020,id_9393,0.9897,id_2701,0.9894,id_5896,0.9891,False
id_10203,id_10203,0.9932,id_1723,0.9927,id_5397,0.9927,True
id_10203,id_10152,0.9914,id_3506,0.9909,id_4869,0.9905,False
id_10203,id_10203,0.9937,id_6321,0.9933,id_6336,0.9931,True
id_10203,id_8206,0.9931,id_9259,0.9929,id_6821,0.9929,False
id_10203,id_3281,0.9914,id_8170,0.9914,id_10203,0.9913,True
id_10203,id_1168,0.9926,id_10203,0.9922,id_520,0.9922,True
id_10203,id_5305,0.9936,id_1587,0.9935,id_6821,0.9935,False
id_10203,id_9598,0.9938,id_9016,0.9938,id_1587,0.9937,False
id_10206,id_10206,0.9921,id_2,0.9918,id_6398,0.9918,True
id_10206,id_10206,0.9960,id_1664,0.9943,id_8547,0.9941,True
id_10206,id_10206,0.9940,id_5726,0.9921,id_4819,0.9919,True
id_10206,id_10206,0.9954,id_6053,0.9931,id_3060,0.9930,True
id_10206,id_5314,0.9930,id_10181,0.9924,id_8977,0.9923,False
id_10206,id_10206,0.9946,id_1664,0.9936,id_1587,0.9933,True
id_10206,id_10206,0.9941,id_2065,0.9923,id_5051,0.9923,True
id_10206,id_10206,0.9931,id_10532,0.9919,id_9629,0.9914,True
id_10206,id_10206,0.9958,id_6321,0.9937,id_3281,0.9936,True
id_10206,id_10206,0.9918,id_1664,0.9906,id_1060,0.9906,True
id_10206,id_10206,0.9941,id_5212,0.9936,id_6770,0.9926,True
id_10206,id_10206,0.9939,id_1154,0.9929,id_1664,0.9928,True
id_10206,id_5101,0.9904,id_2,0.9902,id_6537,0.9900,False
id_10206,id_10206,0.9953,id_1664,0.9934,id_4118,0.9933,True
id_10206,id_10206,0.9953,id_3060,0.9938,id_8385,0.9934,True
id_10206,id_8170,0.9889,id_10206,0.9888,id_3281,0.9884,True
id_10206,id_3589,0.9927,id_5278,0.9927,id_2369,0.9926,False
id_10206,id_3218,0.9924,id_1587,0.9920,id_2246,0.9920,False
id_10206,id_6398,0.9924,id_6077,0.9918,id_10206,0.9918,True
id_10206,id_4698,0.9921,id_7090,0.9914,id_6648,0.9914,False
id_10206,id_10206,0.9955,id_3060,0.9947,id_8385,0.9945,True
id_10206,id_2415,0.9906,id_27,0.9905,id_4123,0.9899,False
id_10206,id_10206,0.9941,id_8385,0.9927,id_6398,0.9922,True
id_10206,id_1597,0.9921,id_5213,0.9918,id_3794,0.9917,False
id_10206,id_10206,0.9930,id_9599,0.9925,id_3794,0.9924,True
id_10206,id_10206,0.9946,id_6321,0.9918,id_2065,0.9918,True
id_10206,id_9881,0.9895,id_6380,0.9889,id_2369,0.9886,False
id_10206,id_10206,0.9935,id_5212,0.9919,id_6398,0.9917,True
id_10206,id_10206,0.9947,id_4118,0.9936,id_3923,0.9934,True
id_10206,id_9988,0.9925,id_5305,0.9923,id_6821,0.9923,False
id_10206,id_10206,0.9948,id_1587,0.9938,id_1535,0.9937,True
id_10206,id_1168,0.9924,id_3963,0.9924,id_10206,0.9924,True
id_10206,id_10206,0.9944,id_8385,0.9930,id_3060,0.9928,True
id_10206,id_3195,0.9928,id_9099,0.9927,id_10541,0.9927,False
id_10206,id_10206,0.9953,id_2065,0.9934,id_5212,0.9927,True
id_10206,id_10206,0.9913,id_1587,0.9901,id_649,0.9899,True
id_10206,id_10206,0.9953,id_3060,0.9932,id_8385,0.9928,True
id_10206,id_10206,0.9954,id_2065,0.9936,id_6321,0.9927,True
id_10206,id_1201,0.9926,id_9598,0.9925,id_3060,0.9925,False
id_10206,id_10206,0.9950,id_5726,0.9938,id_1388,0.9936,True
id_10206,id_2670,0.9935,id_1795,0.9934,id_4966,0.9932,False
id_10206,id_5305,0.9863,id_2701,0.9852,id_9393,0.9850,False
id_10206,id_1612,0.9933,id_4966,0.9930,id_1795,0.9930,False
id_10206,id_10206,0.9943,id_2065,0.9925,id_6321,0.9917,True
id_1021,id_1021,0.9947,id_6062,0.9939,id_7270,0.9934,True
id_1021,id_520,0.9908,id_2701,0.9905,id_2287,0.9904,False
id_1021,id_1021,0.9929,id_1724,0.9923,id_6062,0.9922,True
id_1021,id_9032,0.9910,id_1286,0.9909,id_5520,0.9906,False
id_1021,id_5198,0.9892,id_10571,0.9891,id_10393,0.9890,False
