query_id,top1_id,top1_similarity,top2_id,top2_similarity,top3_id,top3_similarity,is_correct_top1
id_1412,id_1412,0.5410,id_8627,0.4791,id_2701,0.4527,True
id_1412,id_2136,0.5044,id_1652,0.4891,id_7363,0.4877,False
id_1412,id_1412,0.5817,id_3736,0.5239,id_5756,0.5099,True
id_1412,id_1412,0.6406,id_7474,0.4950,id_8474,0.4724,True
id_1412,id_1412,0.6291,id_3026,0.5092,id_834,0.4942,True
id_1412,id_1412,0.6187,id_3736,0.4953,id_1465,0.4803,True
id_1412,id_1412,0.6221,id_3026,0.5636,id_4698,0.5391,True
id_1412,id_8627,0.4757,id_1113,0.4752,id_2439,0.4665,False
id_1412,id_1412,0.5608,id_3026,0.4887,id_4698,0.4681,True
id_1412,id_1412,0.5273,id_3736,0.5273,id_4698,0.5241,True
id_1412,id_1412,0.5410,id_9865,0.5207,id_1465,0.5136,True
id_1412,id_4698,0.5453,id_1412,0.5107,id_1767,0.4940,False
id_1412,id_4698,0.4938,id_5080,0.4691,id_3736,0.4621,False
id_6620,id_6582,0.5051,id_3520,0.5022,id_2832,0.4692,False
id_6620,id_6648,0.5206,id_4379,0.5126,id_8627,0.5071,False
id_6620,id_5611,0.4346,id_6620,0.4318,id_6582,0.4296,False
id_2930,id_2930,0.5544,id_3026,0.5459,id_4317,0.5173,True
id_2930,id_2724,0.5276,id_2930,0.5126,id_1767,0.4978,False
id_3281,id_8486,0.5597,id_10515,0.5418,id_7952,0.5383,False
id_3281,id_3923,0.5170,id_4517,0.5165,id_1597,0.4966,False
id_6033,id_6033,0.7427,id_1795,0.5781,id_6013,0.5706,True
id_6033,id_786,0.5584,id_6013,0.5471,id_6033,0.5243,False
id_4541,id_7363,0.5528,id_1853,0.5257,id_2478,0.5216,False
id_4541,id_4541,0.5915,id_9044,0.5605,id_1913,0.4942,True
id_4541,id_4541,0.5408,id_10500,0.5096,id_3866,0.4922,True
id_2101,id_2358,0.5330,id_5018,0.5069,id_2101,0.4743,False
id_2101,id_2101,0.6195,id_5018,0.5137,id_6376,0.5061,True
id_6948,id_9353,0.5684,id_8486,0.5441,id_9619,0.5255,False
id_6948,id_10152,0.5187,id_2307,0.5127,id_9980,0.5074,False
id_2833,id_2663,0.5334,id_2833,0.5151,id_6642,0.4898,False
id_793,id_793,0.5412,id_2154,0.4929,id_470,0.4864,True
id_2623,id_8883,0.4980,id_8627,0.4956,id_5232,0.4895,False
id_8946,id_8486,0.5303,id_9470,0.5233,id_5756,0.5142,False
id_8946,id_9555,0.5385,id_8486,0.5085,id_9470,0.5044,False
id_8897,id_1851,0.5182,id_3517,0.5050,id_4945,0.4987,False
id_5429,id_5429,0.6256,id_1535,0.5766,id_4505,0.5436,True
id_5429,id_5429,0.5570,id_3512,0.5384,id_4524,0.4992,True
id_5221,id_10464,0.3612,id_5221,0.3454,id_8209,0.3434,False
id_5221,id_5221,0.5536,id_6266,0.5077,id_8486,0.5053,True
id_5221,id_5221,0.5564,id_1767,0.5437,id_3026,0.5324,True
id_5221,id_5221,0.5357,id_4698,0.5300,id_6809,0.5186,True
id_3161,id_6523,0.5553,id_3161,0.5431,id_526,0.5325,False
id_3161,id_10500,0.5742,id_753,0.5713,id_1535,0.5346,False
id_3161,id_3161,0.5665,id_6523,0.5565,id_10500,0.5285,True
id_3161,id_3161,0.5402,id_10500,0.5299,id_6523,0.5226,True
id_8297,id_8297,0.6533,id_6288,0.5658,id_2257,0.5275,True
id_5198,id_3571,0.5864,id_6594,0.5149,id_8531,0.5076,False
id_4222,id_4716,0.5333,id_4222,0.5268,id_4726,0.5046,False
id_4222,id_4716,0.5617,id_9351,0.5398,id_3754,0.5331,False
id_4222,id_1924,0.5498,id_4716,0.5392,id_3754,0.5374,False
id_4222,id_4716,0.5297,id_6011,0.4864,id_7174,0.4732,False
id_1724,id_9398,0.6229,id_652,0.5372,id_793,0.5292,False
id_1724,id_1724,0.5884,id_4968,0.5556,id_7069,0.5187,True
id_1724,id_7069,0.5635,id_1724,0.5295,id_6288,0.4977,False
id_5988,id_5988,0.5927,id_9310,0.4895,id_2358,0.4892,True
id_5988,id_5988,0.5338,id_4716,0.4975,id_25,0.4740,True
id_5988,id_5988,0.5343,id_9051,0.5104,id_2257,0.4932,True
id_5988,id_4716,0.5426,id_5988,0.4977,id_9806,0.4945,False
id_5988,id_5988,0.5310,id_9806,0.4971,id_4716,0.4920,True
id_3379,id_2291,0.5613,id_8897,0.5349,id_1654,0.5293,False
id_3379,id_10532,0.5117,id_8486,0.5023,id_4945,0.4990,False
id_3379,id_4492,0.5311,id_8414,0.4971,id_1652,0.4876,False
id_3379,id_2108,0.5521,id_5202,0.5496,id_7166,0.5281,False
id_3379,id_2291,0.5924,id_5131,0.5366,id_1654,0.5358,False
id_3457,id_3339,0.5530,id_8486,0.5426,id_7474,0.5091,False
id_3457,id_3457,0.5984,id_8486,0.5604,id_9188,0.5315,True
id_3457,id_8486,0.5559,id_3457,0.5406,id_6266,0.5212,False
id_3457,id_2701,0.4928,id_7752,0.4880,id_8486,0.4818,False
id_3457,id_3457,0.5862,id_8486,0.5714,id_7685,0.5567,True
id_3457,id_3457,0.8380,id_7809,0.5839,id_2065,0.5799,True
id_3457,id_8486,0.5731,id_3457,0.5630,id_9470,0.5454,False
id_3457,id_3457,0.5711,id_8486,0.5593,id_6266,0.5351,True
id_3457,id_3457,0.5811,id_8486,0.5790,id_5756,0.5230,True
id_3457,id_8486,0.5615,id_3457,0.5613,id_6266,0.5100,False
id_3457,id_8486,0.5691,id_6266,0.5656,id_3339,0.5266,False
id_3457,id_3457,0.5585,id_8486,0.5490,id_6266,0.5336,True
id_3457,id_8486,0.5776,id_3457,0.5402,id_6266,0.4950,False
id_1286,id_1286,0.5828,id_1535,0.5077,id_5011,0.4899,True
id_1286,id_1286,0.6603,id_1535,0.5414,id_5429,0.5327,True
id_9271,id_9271,0.5740,id_6556,0.5451,id_6934,0.5260,True
id_4882,id_4882,0.5136,id_6582,0.5006,id_5752,0.4550,True
id_470,id_470,0.5963,id_2154,0.5278,id_4716,0.4936,True
id_470,id_470,0.5991,id_4716,0.5238,id_5323,0.4834,True
id_470,id_470,0.6436,id_4716,0.5517,id_2435,0.5173,True
id_470,id_470,0.5196,id_6543,0.5028,id_4716,0.4744,True
id_470,id_470,0.5770,id_5752,0.4964,id_2164,0.4957,True
id_470,id_7300,0.5030,id_3926,0.4889,id_9356,0.4839,False
id_470,id_470,0.5828,id_4716,0.5212,id_9356,0.5037,True
id_470,id_4716,0.4478,id_470,0.4343,id_7712,0.4337,False
id_470,id_470,0.5678,id_4716,0.5088,id_2154,0.4919,True
id_470,id_3926,0.5417,id_8531,0.5055,id_3622,0.4662,False
id_470,id_25,0.5005,id_2751,0.4854,id_5956,0.4726,False
id_470,id_8531,0.5141,id_3926,0.5078,id_3622,0.4726,False
id_470,id_470,0.6385,id_1824,0.5224,id_6543,0.4951,True
id_470,id_4716,0.5627,id_6582,0.4964,id_9351,0.4956,False
id_470,id_470,0.5633,id_2663,0.4927,id_4716,0.4916,True
id_3136,id_3623,0.4704,id_6376,0.4676,id_6502,0.4610,False
id_3136,id_1750,0.5328,id_4567,0.4858,id_7451,0.4842,False
id_3136,id_3136,0.5245,id_9398,0.5186,id_3623,0.4857,True
id_3136,id_3136,0.5246,id_6502,0.4798,id_3623,0.4774,True
id_1365,id_2104,0.4969,id_3517,0.4944,id_1981,0.4853,False
id_1365,id_8243,0.5036,id_4853,0.4886,id_10136,0.4814,False
id_1365,id_6821,0.4702,id_4853,0.4641,id_8209,0.4476,False
id_1365,id_5896,0.5375,id_1652,0.5026,id_4492,0.4840,False
id_1365,id_6245,0.4835,id_2141,0.4660,id_6278,0.4403,False
id_7032,id_2842,0.6110,id_873,0.5994,id_4317,0.5946,False
id_7367,id_2663,0.4756,id_8637,0.4744,id_738,0.4717,False
id_7367,id_10131,0.5780,id_7367,0.5284,id_1210,0.5012,False
id_7367,id_7367,0.5756,id_6568,0.5114,id_4840,0.5098,True
id_8423,id_6278,0.4854,id_10464,0.4764,id_9032,0.4758,False
id_1981,id_1851,0.5606,id_3517,0.5176,id_6556,0.5036,False
id_1981,id_1981,0.5448,id_1851,0.5244,id_3517,0.5172,True
id_1981,id_4716,0.4818,id_9470,0.4767,id_1851,0.4728,False
id_1981,id_1853,0.5415,id_1981,0.5355,id_4169,0.5003,False
id_1981,id_5896,0.5487,id_1851,0.5050,id_1981,0.4879,False
id_1981,id_1981,0.5838,id_4517,0.5418,id_8797,0.5264,True
id_1981,id_1981,0.5826,id_8486,0.5193,id_8627,0.5192,True
id_1981,id_1981,0.5264,id_6266,0.5192,id_1851,0.4988,True
id_1981,id_1981,0.5820,id_2987,0.5275,id_1853,0.5067,True
id_1981,id_7363,0.5746,id_3520,0.5252,id_9865,0.5164,False
id_1981,id_1981,0.5323,id_8440,0.4946,id_5131,0.4936,True
id_1981,id_5131,0.5508,id_1981,0.5129,id_8440,0.5065,False
id_2878,id_2878,0.5247,id_2576,0.5004,id_1767,0.4905,True
id_2878,id_2576,0.5770,id_5896,0.5264,id_977,0.5238,False
id_7554,id_7554,0.5799,id_5235,0.5197,id_5131,0.5023,True
id_7554,id_3407,0.4953,id_9259,0.4787,id_8486,0.4760,False
id_4923,id_5011,0.4844,id_4009,0.4818,id_3195,0.4754,False
id_312,id_312,0.5550,id_3970,0.5319,id_2710,0.5280,True
id_312,id_6213,0.5247,id_2287,0.5100,id_4598,0.5000,False
id_312,id_312,0.5799,id_2287,0.5614,id_6213,0.5338,True
id_8797,id_1853,0.5698,id_8797,0.5319,id_9259,0.5205,False
id_8866,id_8866,0.5964,id_8797,0.4935,id_10050,0.4910,True
id_8866,id_8866,0.5405,id_6878,0.5381,id_5593,0.5290,True
id_8866,id_8866,0.6207,id_9030,0.5992,id_10050,0.5660,True
id_8866,id_8866,0.5453,id_5593,0.5193,id_6809,0.4844,True
id_8866,id_8866,0.6043,id_5593,0.5492,id_2291,0.5000,True
id_8866,id_8866,0.5994,id_8797,0.5096,id_10050,0.4926,True
id_7506,id_8531,0.5982,id_1888,0.5499,id_7506,0.5441,False
id_7506,id_3926,0.4742,id_8531,0.4637,id_556,0.4447,False
id_7506,id_6350,0.5029,id_4716,0.5022,id_9950,0.4513,False
id_7506,id_7506,0.5242,id_5310,0.4761,id_5752,0.4728,True
id_2439,id_10500,0.5594,id_2439,0.5390,id_3923,0.5244,False
id_2439,id_1535,0.5424,id_526,0.5297,id_8414,0.5153,False
id_2439,id_2439,0.5583,id_1535,0.5221,id_6266,0.5164,True
id_2439,id_2439,0.7692,id_1795,0.5669,id_4907,0.5536,True
id_2439,id_252,0.5189,id_6523,0.4990,id_27,0.4921,False
id_2439,id_2439,0.5922,id_1535,0.5600,id_6523,0.5344,True
id_2439,id_2439,0.5434,id_1535,0.5364,id_8486,0.5265,True
id_2439,id_2439,0.5759,id_1535,0.5677,id_10500,0.5525,True
id_2439,id_753,0.5875,id_1535,0.5516,id_2439,0.5435,False
id_2439,id_2439,0.5448,id_27,0.5425,id_1535,0.5314,True
id_2439,id_2439,0.5118,id_5827,0.5013,id_8414,0.4898,True
id_2439,id_1535,0.5475,id_10500,0.5279,id_2439,0.5233,False
id_2439,id_2439,0.6104,id_1535,0.5754,id_10500,0.5266,True
id_2439,id_526,0.5723,id_753,0.5592,id_1535,0.5378,False
id_2439,id_1795,0.4365,id_9398,0.4313,id_1127,0.4285,False
id_2439,id_1535,0.5753,id_2439,0.5575,id_526,0.5178,False
id_2439,id_9550,0.5517,id_2439,0.5452,id_2913,0.5293,False
id_2439,id_753,0.5847,id_1535,0.5515,id_2439,0.5323,False
id_2439,id_1535,0.5666,id_526,0.5332,id_5827,0.5323,False
id_2439,id_1535,0.5497,id_7363,0.5231,id_10532,0.4930,False
id_2439,id_1535,0.5230,id_2439,0.5170,id_753,0.5123,False
id_2439,id_1535,0.5898,id_2439,0.5668,id_27,0.5223,False
id_2439,id_1535,0.4968,id_753,0.4604,id_4492,0.4508,False
id_2439,id_1535,0.5318,id_2439,0.5233,id_252,0.5185,False
id_2439,id_4247,0.5393,id_4583,0.5235,id_4166,0.5167,False
id_2439,id_2439,0.5327,id_6503,0.4921,id_2913,0.4901,True
id_2439,id_1350,0.5149,id_2439,0.5049,id_1535,0.4951,False
id_2439,id_753,0.5244,id_2439,0.4919,id_6266,0.4888,False
id_2439,id_2439,0.5437,id_1535,0.5220,id_5827,0.5204,True
id_2439,id_1535,0.5152,id_526,0.5122,id_2439,0.5064,False
id_2439,id_2439,0.5422,id_8414,0.5270,id_1535,0.5008,True
id_2439,id_4247,0.5202,id_1535,0.5026,id_526,0.4945,False
id_2439,id_2439,0.5955,id_2629,0.5688,id_1795,0.5597,True
id_2439,id_2439,0.5614,id_6523,0.4912,id_1535,0.4826,True
id_2439,id_2439,0.5049,id_8474,0.4918,id_8414,0.4816,True
id_2439,id_2439,0.5666,id_1535,0.4969,id_3736,0.4896,True
id_2439,id_2439,0.5989,id_1535,0.5473,id_8414,0.5293,True
id_5928,id_446,0.5121,id_5222,0.5066,id_3520,0.4964,False
id_5928,id_8531,0.4409,id_7568,0.4281,id_3461,0.4234,False
id_3923,id_3923,0.5778,id_6380,0.5081,id_2987,0.4873,True
id_3923,id_3923,0.5395,id_3041,0.5298,id_2832,0.4816,True
id_3923,id_2701,0.4837,id_10515,0.4572,id_6266,0.4511,False
id_3923,id_3923,0.6695,id_9550,0.5452,id_3041,0.5186,True
id_3923,id_3923,0.6436,id_5520,0.4941,id_2987,0.4918,True
id_3923,id_3923,0.4953,id_2902,0.4717,id_5212,0.4633,True
id_3923,id_3923,0.5119,id_10515,0.4766,id_2902,0.4763,True
id_3923,id_3923,0.6044,id_2439,0.5355,id_10515,0.4993,True
id_3923,id_1767,0.4830,id_3736,0.4704,id_4698,0.4691,False
id_3923,id_3923,0.6408,id_9647,0.5327,id_5045,0.5120,True
id_2881,id_2881,0.5536,id_5756,0.5454,id_8486,0.5378,True
id_2881,id_2881,0.5900,id_8486,0.5796,id_7752,0.5019,True
id_2881,id_8627,0.4981,id_5756,0.4870,id_8486,0.4826,False
id_2881,id_7315,0.5117,id_2881,0.4782,id_6278,0.4716,False
id_2881,id_2881,0.5999,id_8486,0.5421,id_7752,0.5130,True
id_2881,id_8486,0.5678,id_2881,0.5446,id_3517,0.5036,False
id_2881,id_8486,0.5509,id_2881,0.5386,id_10464,0.5114,False
id_2881,id_2751,0.4539,id_4716,0.4527,id_7568,0.4508,False
id_2881,id_2881,0.5780,id_3339,0.5127,id_8486,0.5074,True
id_2881,id_2881,0.5830,id_8486,0.5128,id_9609,0.4611,True
id_2881,id_3339,0.5080,id_8486,0.5004,id_5162,0.4844,False
id_2881,id_8486,0.5536,id_2881,0.5518,id_7752,0.4971,False
id_2881,id_2881,0.5502,id_7752,0.5106,id_9353,0.5094,True
id_2881,id_2881,0.5849,id_8486,0.5331,id_7752,0.5042,True
id_2881,id_8486,0.5588,id_2881,0.5211,id_3339,0.4999,False
id_2881,id_2881,0.8149,id_8486,0.5690,id_3674,0.5674,True
id_2881,id_2913,0.4580,id_9353,0.4542,id_1760,0.4459,False
id_2881,id_1851,0.4993,id_9484,0.4693,id_6556,0.4594,False
id_2881,id_7197,0.4940,id_5202,0.4899,id_7474,0.4756,False
id_2881,id_1851,0.5658,id_3520,0.5253,id_7079,0.5005,False
id_2881,id_2881,0.5252,id_7752,0.4813,id_8486,0.4721,True
id_2881,id_2881,0.5610,id_5429,0.4864,id_1535,0.4791,True
id_2881,id_8486,0.5230,id_2881,0.5038,id_8627,0.4960,False
id_2881,id_2881,0.5341,id_8486,0.5173,id_5756,0.4944,True
id_2881,id_8486,0.5693,id_2881,0.5612,id_3339,0.5219,False
id_2881,id_8414,0.5004,id_8486,0.4877,id_7474,0.4854,False
id_2881,id_8486,0.5242,id_7474,0.4938,id_2881,0.4889,False
id_2881,id_2881,0.5370,id_8486,0.4865,id_7315,0.4678,True
id_2881,id_8486,0.5139,id_7474,0.4934,id_3339,0.4885,False
id_2881,id_2881,0.5578,id_8486,0.5365,id_7315,0.4696,True
id_2881,id_8486,0.5130,id_1851,0.4943,id_1127,0.4783,False
id_2881,id_2881,0.6077,id_2303,0.5528,id_6422,0.5306,True
id_2881,id_7315,0.4891,id_2881,0.4878,id_8414,0.4735,False
id_2881,id_8486,0.5488,id_2881,0.5381,id_9267,0.5149,False
id_2881,id_6278,0.4923,id_6878,0.4535,id_6336,0.4454,False
id_2881,id_8486,0.5468,id_2881,0.5420,id_7752,0.4849,False
id_2881,id_8486,0.5464,id_2881,0.5246,id_8474,0.5044,False
id_2881,id_8486,0.5394,id_3339,0.5299,id_5162,0.5157,False
id_2881,id_8486,0.5793,id_2881,0.5740,id_6556,0.4804,False
id_2881,id_7474,0.5155,id_8486,0.4904,id_2881,0.4884,False
id_2881,id_7315,0.5016,id_2881,0.4970,id_5429,0.4885,False
id_2881,id_6466,0.5008,id_8414,0.4840,id_1535,0.4800,False
id_2881,id_2881,0.5341,id_8486,0.5000,id_2670,0.4661,True
id_907,id_907,0.5834,id_708,0.5621,id_2136,0.4893,True
id_907,id_907,0.6234,id_708,0.6161,id_4698,0.5025,True
id_907,id_708,0.6254,id_907,0.5709,id_4698,0.4879,False
id_1847,id_1847,0.6436,id_6582,0.5738,id_1357,0.5476,True
id_1847,id_1847,0.5774,id_6582,0.5341,id_2590,0.4937,True
id_6537,id_6537,0.5681,id_9809,0.5067,id_2560,0.4964,True
id_1542,id_1542,0.5607,id_7300,0.5558,id_7022,0.5459,True
id_1542,id_7022,0.5662,id_1542,0.5651,id_9356,0.5436,False
id_1542,id_1542,0.4990,id_6623,0.4894,id_6011,0.4862,True
id_1542,id_1055,0.5352,id_4716,0.5135,id_1542,0.5126,False
id_1542,id_7300,0.5106,id_6011,0.4944,id_7022,0.4901,False
id_1542,id_5018,0.5060,id_1381,0.4734,id_3622,0.4718,False
id_1542,id_2361,0.4920,id_7022,0.4914,id_1357,0.4850,False
id_1542,id_3503,0.5393,id_9351,0.5243,id_4716,0.5165,False
id_1542,id_1542,0.5586,id_7300,0.5229,id_2358,0.5211,True
id_1542,id_4716,0.5852,id_9351,0.5743,id_6859,0.5665,False
id_1542,id_7300,0.5600,id_9356,0.5076,id_1542,0.5026,False
id_1542,id_6502,0.4733,id_1750,0.4622,id_9271,0.4579,False
id_1542,id_7300,0.5296,id_3622,0.5254,id_5965,0.5067,False
id_1542,id_7022,0.5975,id_3622,0.5547,id_2358,0.5324,False
id_1542,id_1055,0.5665,id_1542,0.5213,id_5988,0.4912,False
id_1542,id_1381,0.5763,id_2361,0.5283,id_2101,0.5027,False
id_1542,id_4716,0.5633,id_7022,0.4972,id_5794,0.4803,False
id_1542,id_9351,0.5770,id_4874,0.5486,id_4716,0.5389,False
id_1542,id_6278,0.4047,id_2701,0.3900,id_10483,0.3786,False
id_1542,id_1381,0.5463,id_2358,0.5190,id_3520,0.4954,False
id_1542,id_7300,0.5426,id_1542,0.5247,id_7022,0.5189,False
id_1542,id_1542,0.5905,id_5018,0.5155,id_7300,0.5150,True
id_1542,id_1055,0.5637,id_1542,0.5634,id_4532,0.5293,False
id_1542,id_7022,0.5246,id_2101,0.4967,id_4716,0.4792,False
id_1542,id_9351,0.5371,id_3503,0.5355,id_4874,0.5239,False
id_1542,id_1542,0.5419,id_7022,0.5417,id_1381,0.5364,True
id_1542,id_1381,0.5062,id_9351,0.4978,id_2358,0.4925,False
id_1542,id_3538,0.5022,id_10206,0.4992,id_6648,0.4916,False
id_1542,id_4716,0.5062,id_6376,0.4789,id_7022,0.4741,False
id_1542,id_1542,0.5679,id_4532,0.5185,id_8183,0.5083,True
id_1542,id_9351,0.5798,id_7022,0.5697,id_4716,0.5403,False
id_1542,id_1542,0.5791,id_7022,0.5395,id_6011,0.5124,True
id_1542,id_446,0.5195,id_1055,0.5183,id_5988,0.5069,False
id_1542,id_5018,0.5807,id_9351,0.5749,id_1542,0.5705,False
id_1542,id_2751,0.5001,id_9806,0.4648,id_5988,0.4647,False
id_1542,id_1542,0.5568,id_4716,0.5230,id_1055,0.5034,True
id_1542,id_1542,0.5645,id_7022,0.5327,id_9356,0.5241,True
id_1542,id_3622,0.5393,id_2358,0.5338,id_7022,0.5281,False
id_1542,id_7300,0.5114,id_1542,0.5072,id_5794,0.5009,False
id_1542,id_1542,0.5425,id_5818,0.5305,id_7022,0.5061,True
id_1542,id_1542,0.6220,id_7022,0.5776,id_446,0.5405,True
id_1542,id_652,0.5329,id_1381,0.5088,id_5018,0.5073,False
id_1542,id_1542,0.5539,id_6011,0.5176,id_168,0.5086,True
id_1542,id_2358,0.5564,id_8183,0.5419,id_7300,0.5374,False
id_1542,id_1542,0.5891,id_1055,0.5786,id_4716,0.5517,True
id_1542,id_2358,0.5709,id_1381,0.5609,id_5018,0.5438,False
id_1542,id_1542,0.6208,id_9351,0.4950,id_5794,0.4945,True
id_1542,id_9398,0.5351,id_7079,0.5212,id_9291,0.5192,False
id_1542,id_7300,0.5611,id_4455,0.5468,id_1542,0.5266,False
id_1542,id_8531,0.4106,id_7069,0.3801,id_1021,0.3753,False
id_1542,id_4716,0.5309,id_6376,0.5294,id_6457,0.5083,False
id_1542,id_7022,0.5940,id_5018,0.5701,id_1542,0.5542,False
id_4075,id_2435,0.5348,id_6891,0.5185,id_5549,0.5126,False
id_5509,id_4716,0.5451,id_9181,0.5141,id_3571,0.4938,False
id_5509,id_5509,0.6403,id_9181,0.5553,id_4716,0.5493,True
id_5509,id_6502,0.5249,id_9716,0.4906,id_7197,0.4877,False
id_4789,id_4789,0.5641,id_753,0.5484,id_27,0.5249,True
id_4789,id_1027,0.4923,id_4789,0.4912,id_753,0.4832,False
id_4789,id_753,0.5697,id_4789,0.5269,id_27,0.5185,False
id_4789,id_1027,0.4923,id_4789,0.4912,id_753,0.4832,False
id_5397,id_5397,0.5899,id_9398,0.5546,id_1760,0.5476,True
id_7658,id_4716,0.4946,id_3571,0.4834,id_5509,0.4702,False
id_69,id_4716,0.5657,id_69,0.5474,id_5794,0.5458,False
id_69,id_5010,0.4887,id_5251,0.4755,id_5988,0.4751,False
id_69,id_69,0.5852,id_5548,0.5406,id_9171,0.5311,True
id_69,id_6859,0.5428,id_5548,0.5416,id_3520,0.5322,False
id_69,id_5988,0.5450,id_5251,0.4890,id_488,0.4714,False
id_69,id_488,0.4756,id_5336,0.4605,id_9171,0.4578,False
id_69,id_8531,0.5095,id_69,0.4994,id_1744,0.4988,False
id_69,id_69,0.6701,id_1744,0.5909,id_2358,0.5886,True
id_69,id_9695,0.4928,id_69,0.4882,id_6457,0.4869,False
id_69,id_6543,0.5107,id_9695,0.4464,id_5222,0.4455,False
id_69,id_7197,0.5438,id_8531,0.5026,id_9716,0.4718,False
id_69,id_3520,0.5054,id_9171,0.4947,id_5222,0.4943,False
id_69,id_9171,0.5048,id_69,0.4961,id_3520,0.4804,False
id_69,id_4716,0.5410,id_6890,0.5314,id_1744,0.5191,False
id_69,id_69,0.5489,id_6376,0.5227,id_10272,0.5207,True
id_69,id_556,0.4948,id_7925,0.4942,id_9398,0.4786,False
id_69,id_4716,0.5798,id_4875,0.5220,id_7712,0.4852,False
