query_id,top1_id,sim1,top2_id,sim2,top3_id,sim3,found_in_top3
id_3106,id_3106,0.6643,id_4162,0.4026,id_520,0.3953,True
id_3106,id_3106,0.5824,id_1003,0.3929,id_2710,0.3899,True
id_3106,id_3106,0.4289,id_6821,0.3573,id_1536,0.3420,True
id_3106,id_3106,0.3636,id_6821,0.3487,id_4162,0.3224,True
id_3106,id_3106,0.4581,id_9470,0.3704,id_6466,0.3505,True
id_3106,id_3106,0.6394,id_8206,0.4004,id_5423,0.3929,True
id_3106,id_3106,0.4522,id_520,0.3433,id_4162,0.3315,True
id_3106,id_5305,0.3178,id_4463,0.3055,id_8677,0.2982,False
id_3106,id_3106,0.4816,id_596,0.3553,id_4169,0.3417,True
id_3106,id_3106,0.4408,id_2569,0.3729,id_3140,0.3720,True
id_3106,id_3106,0.6233,id_3299,0.4246,id_2307,0.3677,True
id_3106,id_3106,0.5015,id_1365,0.3536,id_4162,0.3508,True
id_3106,id_3106,0.5062,id_3758,0.3962,id_6033,0.3951,True
id_3106,id_3106,0.4984,id_8206,0.3653,id_3206,0.3639,True
id_3106,id_3106,0.6402,id_9869,0.4137,id_520,0.3914,True
id_3106,id_3106,0.6424,id_2307,0.3965,id_6398,0.3920,True
id_3106,id_3106,0.5916,id_4162,0.3978,id_2307,0.3850,True
id_3106,id_3106,0.6061,id_4162,0.4298,id_2307,0.4109,True
id_3106,id_3106,0.4155,id_3206,0.3924,id_6934,0.3809,True
id_3106,id_3106,0.5331,id_2307,0.4013,id_3674,0.3950,True
id_3106,id_3106,0.6051,id_4162,0.3808,id_3299,0.3722,True
id_3106,id_3106,0.4531,id_1252,0.3741,id_4492,0.3535,True
id_3106,id_3106,0.5798,id_2710,0.4154,id_3299,0.3895,True
id_3106,id_3106,0.5916,id_2936,0.4094,id_3299,0.3941,True
id_3106,id_3106,0.6196,id_1536,0.4012,id_3206,0.4011,True
id_3106,id_1465,0.3685,id_1795,0.3497,id_7197,0.3335,False
id_10442,id_10442,0.5152,id_5013,0.4354,id_8863,0.4342,True
id_10442,id_10442,0.5689,id_2369,0.4393,id_5013,0.4379,True
id_10442,id_1535,0.3014,id_2701,0.2848,id_1612,0.2761,False
id_10442,id_10442,0.5922,id_5013,0.4675,id_2369,0.4569,True
id_10442,id_5278,0.3757,id_3327,0.3699,id_6266,0.3626,False
id_10442,id_10442,0.4962,id_7772,0.3876,id_2331,0.3862,True
id_10442,id_10442,0.5961,id_5013,0.5137,id_10434,0.4823,True
id_2809,id_2809,0.5246,id_4835,0.4481,id_9670,0.4292,True
id_2809,id_2809,0.4837,id_6380,0.4294,id_2216,0.4130,True
id_2809,id_2809,0.4636,id_2287,0.4530,id_3430,0.4251,True
id_2809,id_2809,0.4093,id_5714,0.3895,id_2287,0.3857,True
id_2809,id_2809,0.6097,id_2216,0.5011,id_5750,0.4472,True
id_2809,id_4835,0.4549,id_2809,0.4348,id_2216,0.4097,True
id_2809,id_4459,0.3726,id_3936,0.3651,id_1795,0.3644,False
id_2809,id_2809,0.5220,id_4835,0.4804,id_5836,0.4344,True
id_2809,id_8423,0.4459,id_2809,0.4260,id_5750,0.4089,True
id_1571,id_1571,0.5169,id_6115,0.4068,id_221,0.4061,True
id_1571,id_1571,0.5348,id_2867,0.3993,id_2645,0.3984,True
id_1571,id_1571,0.4909,id_8975,0.3862,id_1535,0.3792,True
id_1571,id_1571,0.4892,id_5896,0.4374,id_4492,0.3972,True
id_1571,id_1571,0.3895,id_475,0.3237,id_1535,0.3226,True
id_1571,id_738,0.3239,id_1571,0.3174,id_1587,0.3116,True
id_1571,id_4433,0.4605,id_1571,0.4318,id_10007,0.4294,True
id_1571,id_1571,0.5145,id_4516,0.4109,id_6368,0.3943,True
id_1571,id_2645,0.4223,id_6821,0.4201,id_1571,0.4177,True
id_1571,id_1571,0.3935,id_5869,0.3415,id_1597,0.3357,True
id_1571,id_1571,0.4505,id_5895,0.3793,id_3251,0.3662,True
id_1571,id_1535,0.2818,id_6453,0.2686,id_6821,0.2625,False
id_1571,id_3517,0.4376,id_7092,0.4317,id_4233,0.4302,False
id_1571,id_1571,0.4536,id_1535,0.3783,id_3923,0.3674,True
id_1571,id_1571,0.5691,id_2629,0.4050,id_6115,0.4024,True
id_1571,id_1571,0.4424,id_221,0.3644,id_5896,0.3615,True
id_1571,id_1571,0.5527,id_3923,0.4276,id_221,0.4234,True
id_6321,id_6321,0.4110,id_3251,0.3686,id_1587,0.3628,True
id_6321,id_6321,0.5374,id_5419,0.4012,id_8206,0.3913,True
id_6321,id_6321,0.4795,id_6115,0.4199,id_4324,0.4166,True
id_6321,id_6321,0.4498,id_8385,0.4127,id_3370,0.3943,True
id_6321,id_6321,0.4935,id_2185,0.3893,id_5419,0.3886,True
id_6321,id_1535,0.3754,id_1400,0.3610,id_2712,0.3491,False
id_6321,id_3339,0.4167,id_7474,0.3781,id_1535,0.3678,False
id_6321,id_10356,0.3481,id_10125,0.3188,id_6321,0.3154,True
id_6321,id_6321,0.5069,id_7995,0.4804,id_9838,0.4429,True
id_6321,id_6321,0.5327,id_3251,0.4485,id_7995,0.4481,True
id_6321,id_6321,0.5362,id_3251,0.3756,id_9838,0.3707,True
id_6321,id_9272,0.4159,id_10464,0.3545,id_7511,0.3544,False
id_6899,id_6899,0.5446,id_6998,0.3770,id_701,0.3741,True
id_6899,id_6899,0.5265,id_5202,0.3985,id_4630,0.3825,True
id_6899,id_6899,0.5710,id_4169,0.3838,id_2867,0.3832,True
id_6899,id_6899,0.6594,id_7367,0.4526,id_6568,0.4306,True
id_6899,id_6899,0.5193,id_5202,0.4041,id_4630,0.3971,True
id_6899,id_6899,0.6129,id_5202,0.4520,id_10239,0.4191,True
id_6899,id_6899,0.6037,id_2867,0.4269,id_8380,0.4212,True
id_6899,id_6899,0.5736,id_2867,0.4215,id_4169,0.4192,True
id_6899,id_6899,0.5071,id_5202,0.5017,id_10136,0.4912,True
id_6899,id_10136,0.4515,id_5202,0.4160,id_6899,0.4082,True
id_6899,id_6899,0.6206,id_2867,0.3832,id_8380,0.3728,True
id_6899,id_6899,0.4494,id_6376,0.3753,id_1381,0.3749,True
id_6899,id_6899,0.4391,id_2710,0.3482,id_9629,0.3412,True
id_6899,id_6899,0.5776,id_6998,0.3942,id_4630,0.3881,True
id_2670,id_2670,0.4861,id_2881,0.4147,id_8627,0.4047,True
id_2670,id_1535,0.3764,id_2701,0.3560,id_8414,0.3273,False
id_2670,id_2670,0.5104,id_5793,0.3988,id_3593,0.3952,True
id_2670,id_5045,0.4319,id_8547,0.4134,id_5429,0.4130,False
id_2670,id_2701,0.3646,id_1535,0.2974,id_4135,0.2856,False
id_2670,id_5101,0.3568,id_6882,0.3118,id_1587,0.3118,False
id_2670,id_2670,0.4992,id_2881,0.4408,id_7090,0.4395,True
id_2670,id_2670,0.4815,id_7995,0.4057,id_5278,0.3977,True
id_2670,id_2670,0.5643,id_5793,0.4412,id_8627,0.4284,True
id_2670,id_2670,0.4478,id_4966,0.3936,id_8627,0.3536,True
id_2670,id_2701,0.3753,id_4177,0.3396,id_1535,0.3376,False
id_2670,id_2670,0.5394,id_9905,0.4327,id_7166,0.4167,True
id_2670,id_2701,0.2971,id_4177,0.2946,id_4135,0.2867,False
id_2670,id_2670,0.5673,id_8627,0.3981,id_7166,0.3958,True
id_2670,id_2670,0.4602,id_3646,0.4117,id_7090,0.3599,True
id_2670,id_2670,0.4515,id_1597,0.3334,id_5305,0.3269,True
id_2670,id_1587,0.2904,id_1795,0.2888,id_8243,0.2856,False
id_2670,id_2670,0.4781,id_10085,0.3714,id_8627,0.3507,True
id_2670,id_2670,0.6305,id_2881,0.4597,id_9647,0.4523,True
id_3758,id_3758,0.6434,id_2646,0.4066,id_3916,0.4021,True
id_3758,id_3758,0.6615,id_9166,0.4363,id_255,0.4078,True
id_3758,id_3758,0.4852,id_5290,0.3773,id_255,0.3677,True
id_3758,id_3758,0.6723,id_6254,0.4070,id_3299,0.3975,True
id_3758,id_3758,0.6572,id_9166,0.3945,id_7952,0.3794,True
id_3758,id_4966,0.3684,id_9517,0.3515,id_3963,0.3489,False
id_3758,id_3758,0.6325,id_2364,0.4296,id_3299,0.4219,True
id_3758,id_3758,0.5420,id_255,0.3664,id_526,0.3261,True
id_3758,id_3758,0.6562,id_163,0.4085,id_3942,0.3895,True
id_3758,id_3758,0.4482,id_10356,0.3593,id_3963,0.3447,True
id_3758,id_3758,0.5613,id_497,0.4033,id_9431,0.3835,True
id_3758,id_3758,0.3583,id_4009,0.3413,id_9670,0.3381,True
id_3758,id_8301,0.4020,id_2832,0.3832,id_3140,0.3682,False
id_3758,id_3758,0.5798,id_1154,0.4051,id_9166,0.3856,True
id_3758,id_3758,0.4787,id_738,0.3943,id_255,0.3827,True
id_3758,id_3758,0.6512,id_1664,0.3956,id_1762,0.3902,True
id_3758,id_3758,0.6379,id_3195,0.4191,id_221,0.3796,True
id_3758,id_3758,0.6459,id_3195,0.4229,id_1762,0.3889,True
id_3758,id_3758,0.6129,id_1154,0.3798,id_1762,0.3742,True
id_3758,id_3758,0.5172,id_4516,0.4243,id_2303,0.4000,True
id_3758,id_3758,0.6961,id_9980,0.4289,id_5423,0.4199,True
id_3758,id_3758,0.5208,id_255,0.4247,id_1752,0.4122,True
id_3758,id_3758,0.7040,id_9166,0.4345,id_2364,0.4278,True
id_3758,id_3758,0.4988,id_9670,0.4109,id_1536,0.4044,True
id_3758,id_3758,0.3305,id_4009,0.3233,id_8206,0.3228,True
id_3758,id_3758,0.3220,id_9188,0.2945,id_6821,0.2897,True
id_3758,id_3758,0.6702,id_255,0.4279,id_9166,0.4196,True
id_3758,id_3758,0.4848,id_1795,0.3821,id_4869,0.3775,True
id_3758,id_4162,0.3599,id_8206,0.3576,id_1597,0.3558,False
id_3758,id_3758,0.4837,id_3506,0.4030,id_255,0.3967,True
id_3758,id_3758,0.6752,id_255,0.4485,id_2646,0.4084,True
id_3758,id_3758,0.6552,id_163,0.3904,id_9166,0.3899,True
id_3758,id_1536,0.3763,id_4165,0.3515,id_4492,0.3498,False
id_3758,id_3758,0.5238,id_3195,0.3756,id_342,0.3739,True
id_3758,id_3758,0.4101,id_255,0.3827,id_342,0.3521,True
id_3758,id_255,0.4102,id_5011,0.3894,id_2,0.3888,False
id_3758,id_3758,0.5300,id_2645,0.4606,id_6115,0.4508,True
id_3758,id_3758,0.5835,id_255,0.3681,id_9980,0.3466,True
id_3758,id_8206,0.3567,id_6821,0.3197,id_1154,0.3015,False
id_3758,id_497,0.4190,id_4009,0.4183,id_5011,0.4162,False
id_3758,id_3758,0.4939,id_4324,0.4378,id_1536,0.4187,True
id_3758,id_3758,0.6771,id_9166,0.4401,id_255,0.4216,True
id_3758,id_3758,0.6496,id_9166,0.4039,id_4175,0.3817,True
id_3758,id_3758,0.5850,id_255,0.3713,id_4869,0.3642,True
id_3758,id_3758,0.4823,id_3923,0.4136,id_5011,0.4113,True
id_3758,id_5756,0.4215,id_3758,0.4056,id_1350,0.3897,True
id_3758,id_2670,0.3703,id_10085,0.3687,id_3339,0.3496,False
id_3758,id_3758,0.6232,id_10356,0.3890,id_2646,0.3873,True
id_3758,id_3758,0.6882,id_9980,0.4149,id_6245,0.3889,True
id_3758,id_3758,0.5098,id_255,0.3853,id_3936,0.3836,True
id_3758,id_3758,0.6912,id_163,0.3880,id_6245,0.3825,True
id_2293,id_2293,0.3641,id_2623,0.3370,id_714,0.3307,True
id_2293,id_2293,0.4861,id_2987,0.4293,id_65,0.3974,True
id_2293,id_2293,0.3728,id_1571,0.3717,id_4492,0.3697,True
id_2293,id_2293,0.5375,id_4938,0.4185,id_714,0.4119,True
id_2293,id_2293,0.4157,id_2108,0.3973,id_1795,0.3765,True
id_2293,id_2293,0.7092,id_5714,0.4095,id_2108,0.3764,True
id_2293,id_2293,0.5252,id_714,0.4324,id_10541,0.3853,True
id_2293,id_2293,0.5985,id_714,0.4215,id_65,0.4165,True
id_2293,id_2293,0.6481,id_5714,0.4081,id_9816,0.4032,True
id_2293,id_2293,0.4672,id_4938,0.3732,id_6476,0.3661,True
id_2293,id_2293,0.5632,id_4938,0.3706,id_714,0.3547,True
id_2293,id_2293,0.5673,id_65,0.4010,id_3538,0.3815,True
id_2293,id_2293,0.7170,id_5714,0.4325,id_65,0.3910,True
id_2293,id_2987,0.4225,id_4966,0.3795,id_1795,0.3768,False
id_2293,id_2293,0.3510,id_8797,0.3150,id_10515,0.3140,True
id_2293,id_2293,0.6404,id_8797,0.4039,id_4938,0.3860,True
id_2293,id_2293,0.5575,id_4938,0.3891,id_714,0.3853,True
id_2293,id_2293,0.6004,id_8380,0.4094,id_9694,0.4036,True
id_2293,id_2293,0.4088,id_2108,0.4080,id_3538,0.3771,True
id_2293,id_9272,0.3824,id_3407,0.3659,id_1587,0.3539,False
id_2293,id_2293,0.5538,id_65,0.4242,id_4938,0.3995,True
id_2293,id_2293,0.7102,id_65,0.4104,id_4938,0.4000,True
id_2293,id_2293,0.5633,id_714,0.4088,id_5714,0.3755,True
id_2293,id_2293,0.4389,id_5750,0.3897,id_1795,0.3700,True
id_2293,id_2293,0.6329,id_714,0.4414,id_2108,0.4337,True
id_2293,id_2293,0.5000,id_714,0.4310,id_65,0.4098,True
id_2293,id_2293,0.5449,id_714,0.3672,id_7988,0.3524,True
id_2293,id_2293,0.3430,id_4165,0.3414,id_4009,0.3352,True
id_2293,id_2293,0.6543,id_714,0.4143,id_65,0.4047,True
id_2293,id_2293,0.6669,id_5714,0.4064,id_714,0.3812,True
id_2293,id_2293,0.5065,id_65,0.4473,id_6817,0.3909,True
id_2293,id_2293,0.6600,id_714,0.4255,id_2108,0.4092,True
id_2293,id_2293,0.6335,id_65,0.3955,id_4938,0.3892,True
id_2293,id_2293,0.6961,id_714,0.4411,id_4938,0.4254,True
id_2293,id_2293,0.6280,id_4938,0.4086,id_4853,0.4046,True
id_2293,id_2293,0.5007,id_65,0.3791,id_5714,0.3789,True
id_2293,id_2293,0.4607,id_2987,0.3806,id_7904,0.3533,True
id_2293,id_2293,0.4231,id_65,0.3613,id_3538,0.3582,True
id_2293,id_2293,0.5064,id_3538,0.3719,id_1795,0.3620,True
id_2293,id_2293,0.5417,id_6213,0.3842,id_1412,0.3817,True
id_2293,id_2293,0.6736,id_5714,0.4259,id_2108,0.4012,True
id_2293,id_2293,0.5833,id_1412,0.4107,id_6213,0.4105,True
id_2293,id_2293,0.4556,id_65,0.4152,id_8437,0.4003,True
id_2293,id_2293,0.5579,id_5714,0.4102,id_3538,0.3907,True
id_2293,id_2293,0.3909,id_65,0.3583,id_5033,0.3359,True
id_6368,id_6368,0.5601,id_5793,0.4059,id_9470,0.3978,True
id_6368,id_6368,0.5143,id_9272,0.4075,id_9598,0.4043,True
id_6368,id_6368,0.6729,id_9670,0.4457,id_3060,0.4428,True
id_6368,id_6368,0.5276,id_3060,0.4229,id_7089,0.3904,True
id_6368,id_6368,0.4796,id_9046,0.4038,id_6934,0.3978,True
id_6368,id_6368,0.3692,id_3758,0.3684,id_4123,0.3613,True
id_6368,id_6368,0.5233,id_6667,0.4020,id_9259,0.3997,True
id_6368,id_6368,0.6147,id_4825,0.4336,id_6115,0.4323,True
id_6368,id_6368,0.5227,id_2,0.4265,id_6336,0.4235,True
id_6368,id_6368,0.4523,id_4945,0.3726,id_10085,0.3637,True
id_6368,id_6368,0.5369,id_6115,0.4339,id_6321,0.4170,True
id_6368,id_6368,0.4989,id_9046,0.3912,id_4619,0.3719,True
id_6368,id_6368,0.5202,id_2136,0.4046,id_9046,0.3917,True
id_6368,id_6368,0.5121,id_1571,0.4291,id_4825,0.4267,True
id_3140,id_3140,0.6024,id_5892,0.4153,id_7952,0.4083,True
id_3140,id_3140,0.7205,id_5892,0.4321,id_3430,0.4161,True
id_3140,id_1535,0.3168,id_9393,0.3111,id_4966,0.3106,False
id_3140,id_3140,0.6898,id_3430,0.4502,id_5892,0.4247,True
id_3140,id_3140,0.3832,id_5397,0.3700,id_2415,0.3660,True
id_3140,id_3140,0.6824,id_5892,0.4224,id_3430,0.4208,True
id_3140,id_3140,0.3897,id_2710,0.3760,id_3936,0.3750,True
id_3140,id_3140,0.6054,id_1981,0.4336,id_2987,0.4101,True
id_3140,id_3140,0.5741,id_5906,0.3884,id_6934,0.3819,True
id_3140,id_10152,0.4102,id_2987,0.4093,id_3923,0.3843,False
id_3140,id_1535,0.3381,id_420,0.3181,id_891,0.3052,False
id_3140,id_3140,0.4901,id_2987,0.3452,id_1795,0.3389,True
id_3140,id_3517,0.3787,id_4619,0.3582,id_1795,0.3557,False
id_3140,id_3140,0.6645,id_891,0.4112,id_5892,0.4024,True
id_3140,id_3140,0.5277,id_1853,0.4049,id_6123,0.4035,True
id_3140,id_9599,0.3287,id_2623,0.3033,id_1252,0.2939,False
id_6476,id_6476,0.4277,id_4659,0.3756,id_10203,0.3701,True
id_6476,id_6476,0.5993,id_7235,0.4480,id_4659,0.4471,True
id_6476,id_6476,0.5329,id_4659,0.4349,id_6159,0.4119,True
id_6476,id_1536,0.3643,id_4165,0.3512,id_6336,0.3506,False
id_6476,id_6476,0.5521,id_9670,0.4157,id_4659,0.4135,True
