query_id,pred_id,similarity,correct
id_9598,id_9598,0.4143,True
id_9598,id_4063,0.3988,False
id_9598,id_9598,0.6027,True
id_9598,id_7733,0.4014,False
id_9598,id_10482,0.4392,False
id_212,id_212,0.7709,True
id_212,id_212,0.6498,True
id_212,id_2685,0.3439,False
id_212,id_212,0.5402,True
id_212,id_212,0.4688,True
id_212,id_212,0.7204,True
id_212,id_212,0.7351,True
id_212,id_212,0.7097,True
id_9166,id_9166,0.5841,True
id_9166,id_5896,0.5019,False
id_9166,id_9166,0.4899,True
id_9166,id_6139,0.3600,False
id_9166,id_6398,0.3966,False
id_9166,id_9166,0.5967,True
id_9166,id_5206,0.4499,False
id_9166,id_9166,0.4911,True
id_9166,id_9166,0.3943,True
id_9166,id_4165,0.3941,False
id_9166,id_1981,0.4278,False
id_9166,id_6821,0.4404,False
id_9166,id_4268,0.3202,False
id_9166,id_9166,0.5756,True
id_9166,id_5869,0.2842,False
id_7953,id_1360,0.4166,False
id_7953,id_7953,0.5473,True
id_7953,id_5593,0.5506,False
id_7953,id_7953,0.4504,True
id_7953,id_7953,0.5256,True
id_7953,id_7953,0.5703,True
id_7953,id_7953,0.3728,True
id_7953,id_5895,0.4740,False
id_1412,id_5038,0.3969,False
id_1412,id_1412,0.7891,True
id_1412,id_4820,0.3718,False
id_1412,id_1412,0.5421,True
id_1412,id_1412,0.6194,True
id_1412,id_8414,0.4813,False
id_1412,id_2293,0.3685,False
id_1412,id_3497,0.3788,False
id_1412,id_1412,0.8078,True
id_1412,id_1412,0.7268,True
id_1412,id_708,0.3751,False
id_1412,id_1412,0.7635,True
id_1412,id_1412,0.6548,True
id_1412,id_1412,0.7980,True
id_1412,id_5886,0.3466,False
id_1412,id_1412,0.6236,True
id_1412,id_5806,0.4180,False
id_1412,id_1412,0.8120,True
id_1412,id_1412,0.7009,True
id_1412,id_1412,0.3798,True
id_1412,id_5827,0.4065,False
id_1412,id_1168,0.2801,False
id_1412,id_1412,0.6902,True
id_1412,id_1412,0.7700,True
id_1412,id_1412,0.7010,True
id_1412,id_1412,0.7357,True
id_1412,id_1412,0.7304,True
id_1412,id_1412,0.6682,True
id_1412,id_1153,0.3163,False
id_1412,id_3578,0.2890,False
id_1412,id_1412,0.6992,True
id_1412,id_1412,0.7941,True
id_1412,id_1412,0.5333,True
id_1412,id_1412,0.6507,True
id_1412,id_1412,0.7896,True
id_1412,id_1412,0.6586,True
id_1412,id_1795,0.4033,False
id_1412,id_4956,0.4696,False
id_1412,id_1412,0.8321,True
id_1412,id_977,0.3975,False
id_1412,id_1412,0.7015,True
id_1412,id_1412,0.7953,True
id_1412,id_7089,0.3049,False
id_1412,id_1412,0.4476,True
id_1412,id_1412,0.6432,True
id_1412,id_1412,0.7695,True
id_1412,id_1412,0.6015,True
id_1412,id_8682,0.3276,False
id_1412,id_1412,0.7557,True
id_1412,id_6453,0.3411,False
id_1412,id_1412,0.3821,True
id_1412,id_5206,0.4077,False
id_1412,id_1412,0.5510,True
id_1412,id_8036,0.3681,False
id_1412,id_1412,0.6216,True
id_1412,id_1412,0.5018,True
id_1412,id_8972,0.3670,False
id_1412,id_1412,0.6980,True
id_1412,id_1412,0.6178,True
id_1412,id_1412,0.7716,True
id_1412,id_5038,0.3910,False
id_1412,id_1412,0.5572,True
id_1412,id_649,0.3582,False
id_1412,id_1412,0.4996,True
id_1412,id_708,0.4052,False
id_6620,id_3461,0.3988,False
id_6620,id_6620,0.4000,True
id_6620,id_6620,0.4395,True
id_6620,id_6503,0.4237,False
id_6620,id_708,0.4241,False
id_6620,id_6620,0.4887,True
id_6620,id_1532,0.3540,False
id_6620,id_5101,0.4897,False
id_6620,id_6620,0.6029,True
id_6620,id_6620,0.6213,True
id_6620,id_6620,0.6183,True
id_2930,id_9419,0.4975,False
id_2930,id_2576,0.5084,False
id_2930,id_2930,0.6600,True
id_2930,id_2930,0.6400,True
id_2930,id_4045,0.4211,False
id_2930,id_2930,0.4835,True
id_2930,id_2930,0.5827,True
id_2930,id_2930,0.6855,True
id_2930,id_2930,0.6255,True
id_3281,id_5892,0.3087,False
id_3281,id_6476,0.5110,False
id_3281,id_3281,0.5749,True
id_3281,id_7756,0.3299,False
id_3281,id_6321,0.4561,False
id_3281,id_2291,0.3641,False
id_3281,id_4619,0.3842,False
id_3281,id_3281,0.4052,True
id_6033,id_6033,0.7277,True
id_6033,id_6033,0.5455,True
id_6033,id_4436,0.3127,False
id_6033,id_6033,0.6129,True
id_6033,id_6033,0.5272,True
id_6033,id_5956,0.4027,False
id_6033,id_1597,0.3664,False
id_6033,id_4165,0.3916,False
id_6033,id_5869,0.4179,False
id_6033,id_4165,0.3767,False
id_6033,id_9950,0.4288,False
id_6033,id_6033,0.5440,True
id_6033,id_6033,0.5272,True
id_6033,id_6033,0.5793,True
id_6033,id_6033,0.6060,True
id_6033,id_6033,0.5116,True
id_4541,id_3551,0.3702,False
id_4541,id_4834,0.4021,False
id_4541,id_4165,0.4201,False
id_4541,id_7090,0.2928,False
id_4541,id_4541,0.4204,True
id_4541,id_4541,0.3897,True
id_4541,id_6278,0.3944,False
id_4541,id_4233,0.4160,False
id_4541,id_3578,0.3792,False
id_2101,id_2101,0.6500,True
id_2101,id_3497,0.4511,False
id_2101,id_2354,0.4186,False
id_2101,id_2101,0.5752,True
id_2101,id_2101,0.6799,True
id_2101,id_2101,0.5728,True
id_2101,id_2357,0.4140,False
id_2101,id_2101,0.6430,True
id_2101,id_2101,0.6223,True
id_2101,id_2101,0.4290,True
id_2101,id_2101,0.4793,True
id_2101,id_5928,0.3692,False
id_2101,id_2101,0.5830,True
id_2101,id_2101,0.5853,True
id_2101,id_2101,0.4442,True
id_2101,id_2101,0.4846,True
id_2101,id_2101,0.5695,True
id_2101,id_2101,0.5653,True
id_2101,id_2101,0.7803,True
id_2101,id_2101,0.6995,True
id_10393,id_4716,0.4402,False
id_10393,id_9694,0.2707,False
id_10393,id_7879,0.4156,False
id_10393,id_8912,0.2872,False
id_10393,id_8682,0.2900,False
id_6948,id_4433,0.4043,False
id_6948,id_2216,0.4365,False
id_6948,id_6948,0.5470,True
id_6948,id_6948,0.4853,True
id_6948,id_5045,0.4735,False
id_6948,id_6948,0.5362,True
id_6948,id_4368,0.3285,False
id_6948,id_6948,0.5668,True
id_6948,id_5045,0.4413,False
id_6948,id_6948,0.4249,True
id_2833,id_2833,0.5624,True
id_2833,id_2833,0.6924,True
id_2833,id_2833,0.6879,True
id_2833,id_2833,0.7669,True
id_2833,id_2833,0.6723,True
id_2833,id_2833,0.5838,True
id_2833,id_2833,0.6823,True
id_2833,id_2833,0.6606,True
id_2833,id_2833,0.7200,True
id_2833,id_2833,0.6609,True
id_2833,id_2833,0.6347,True
id_2833,id_2833,0.6945,True
id_3026,id_3778,0.3950,False
id_3026,id_2685,0.3072,False
id_3026,id_977,0.3564,False
id_3026,id_27,0.3265,False
id_3026,id_6407,0.3653,False
id_3026,id_3026,0.3967,True
id_3026,id_10541,0.3365,False
id_793,id_9398,0.4019,False
id_793,id_793,0.5837,True
id_793,id_793,0.6089,True
id_793,id_99,0.4091,False
id_793,id_248,0.5167,False
id_793,id_793,0.4733,True
id_793,id_10422,0.4469,False
id_793,id_10422,0.4723,False
id_793,id_793,0.6435,True
id_793,id_793,0.5668,True
id_793,id_3497,0.3971,False
id_793,id_793,0.5162,True
id_793,id_907,0.3360,False
id_1295,id_1295,0.5435,True
id_1295,id_8897,0.3719,False
id_1295,id_2361,0.4219,False
id_1295,id_4135,0.3785,False
id_1295,id_1295,0.6235,True
id_1295,id_9599,0.5336,False
id_1295,id_6213,0.3273,False
id_1295,id_1295,0.5225,True
id_1295,id_7090,0.3962,False
id_2623,id_10048,0.5025,False
id_2623,id_2987,0.5013,False
id_2623,id_4135,0.3602,False
id_2623,id_6278,0.3899,False
id_2623,id_10356,0.4350,False
id_2623,id_9821,0.4532,False
id_8946,id_8946,0.7044,True
id_8946,id_8946,0.7482,True
id_8946,id_8946,0.6396,True
id_8946,id_8946,0.5473,True
id_8946,id_8946,0.5588,True
id_8946,id_8946,0.5431,True
id_8946,id_8946,0.3325,True
id_8946,id_9016,0.4592,False
id_8946,id_10181,0.2672,False
id_5520,id_5520,0.4514,True
id_5520,id_4174,0.3864,False
id_5520,id_142,0.3531,False
id_5520,id_3916,0.3808,False
id_5520,id_1853,0.3186,False
id_5520,id_1481,0.3830,False
id_5520,id_97,0.3872,False
id_8897,id_6821,0.4761,False
id_8897,id_6821,0.4089,False
id_8897,id_5895,0.4776,False
id_8897,id_4825,0.4108,False
id_8897,id_3538,0.3360,False
id_8897,id_8897,0.5184,True
id_8897,id_9393,0.3665,False
id_8897,id_8897,0.7734,True
id_8897,id_2287,0.5810,False
id_5429,id_5429,0.4925,True
id_5429,id_1365,0.3843,False
id_5429,id_5429,0.6811,True
id_5429,id_5429,0.5262,True
id_5429,id_5429,0.6305,True
id_5429,id_5429,0.6244,True
id_5429,id_5429,0.5822,True
id_5429,id_8437,0.3185,False
id_5429,id_5429,0.4912,True
id_5429,id_9599,0.4704,False
id_5429,id_9599,0.4134,False
id_5429,id_5429,0.6491,True
id_5221,id_7367,0.4288,False
id_5221,id_5221,0.4438,True
id_5221,id_5221,0.5874,True
id_5221,id_65,0.3975,False
id_5221,id_5221,0.5956,True
id_5221,id_5221,0.5541,True
id_5221,id_5221,0.4817,True
id_5221,id_5221,0.4645,True
id_5221,id_5221,0.6418,True
id_5221,id_5221,0.7656,True
id_5221,id_5221,0.6461,True
id_5221,id_5221,0.3487,True
id_5221,id_5221,0.5194,True
id_5221,id_5221,0.2870,True
id_5221,id_5221,0.4193,True
id_5221,id_5221,0.3559,True
id_5221,id_5221,0.4651,True
id_5221,id_7470,0.3213,False
id_5221,id_5221,0.6353,True
id_5221,id_5221,0.5437,True
id_7904,id_7904,0.6824,True
id_7904,id_7904,0.5867,True
id_7904,id_7904,0.4588,True
id_7904,id_7904,0.5879,True
id_7904,id_6001,0.3362,False
id_7904,id_7904,0.6069,True
id_7904,id_7904,0.6711,True
id_7904,id_7904,0.4918,True
id_7904,id_7904,0.5816,True
id_3161,id_3161,0.7200,True
id_3161,id_3161,0.5693,True
id_3161,id_3161,0.5835,True
id_3161,id_3161,0.6752,True
id_3161,id_3161,0.6967,True
id_3161,id_3161,0.7483,True
id_3161,id_3161,0.7365,True
id_3161,id_3161,0.7115,True
id_3161,id_3161,0.6106,True
id_3161,id_3161,0.7179,True
id_3161,id_3161,0.6256,True
id_3161,id_3161,0.6225,True
id_3161,id_3161,0.7168,True
id_3161,id_3161,0.5934,True
id_3161,id_3161,0.5016,True
id_3161,id_3161,0.7095,True
id_3161,id_3161,0.4142,True
id_3161,id_3161,0.6298,True
id_3161,id_3161,0.6566,True
id_3161,id_3161,0.6910,True
id_3161,id_3161,0.3503,True
id_3161,id_3161,0.6433,True
id_3161,id_3161,0.7833,True
id_3161,id_3161,0.5306,True
id_3161,id_3161,0.4622,True
id_8297,id_8297,0.7473,True
id_8297,id_8297,0.7117,True
id_8297,id_8297,0.6004,True
id_8297,id_8297,0.7505,True
id_8297,id_6288,0.6204,False
id_8297,id_8297,0.7383,True
id_8297,id_10482,0.4030,False
id_8297,id_8297,0.6428,True
id_8297,id_8297,0.5585,True
id_8297,id_8297,0.6744,True
id_8297,id_8297,0.6039,True
id_8297,id_8297,0.3828,True
id_5206,id_5206,0.4089,True
id_5206,id_7756,0.4702,False
id_5206,id_1761,0.4168,False
id_5206,id_5206,0.4516,True
id_5206,id_5206,0.4666,True
id_5206,id_5206,0.4690,True
id_5206,id_5206,0.4380,True
id_5198,id_8169,0.3355,False
id_5198,id_5198,0.5745,True
id_5198,id_5198,0.6157,True
id_5198,id_5198,0.5879,True
id_5198,id_5198,0.6374,True
id_5198,id_5198,0.6722,True
id_5198,id_8987,0.4730,False
id_5198,id_8987,0.3831,False
id_5198,id_5198,0.5097,True
id_5198,id_5198,0.5355,True
id_5198,id_9960,0.5386,False
id_5198,id_5198,0.5902,True
id_4222,id_4222,0.6747,True
id_4222,id_3503,0.4974,False
id_4222,id_4222,0.4619,True
id_4222,id_4222,0.4775,True
id_4222,id_4222,0.6459,True
id_4222,id_4222,0.5660,True
id_4222,id_4222,0.5673,True
id_4222,id_4222,0.7425,True
id_4222,id_4222,0.6724,True
id_4222,id_4222,0.6239,True
id_4222,id_4222,0.3468,True
id_4222,id_3503,0.3436,False
id_4222,id_4222,0.4811,True
id_4222,id_4222,0.3395,True
id_4222,id_4222,0.5011,True
id_4222,id_4222,0.7059,True
id_4222,id_7575,0.4400,False
id_4222,id_10079,0.3948,False
id_4222,id_1939,0.3894,False
id_4222,id_4222,0.5137,True
id_1724,id_5043,0.3943,False
id_1724,id_1724,0.6463,True
id_1724,id_9517,0.3991,False
id_1724,id_8011,0.4708,False
id_1724,id_1724,0.5342,True
id_1724,id_1724,0.6863,True
id_1724,id_8469,0.4179,False
id_1724,id_1724,0.5772,True
id_1724,id_1724,0.5774,True
id_1724,id_3660,0.4703,False
id_1724,id_9155,0.4573,False
id_1724,id_1724,0.4066,True
id_1724,id_1674,0.3169,False
id_5988,id_4567,0.3092,False
id_5988,id_6030,0.4345,False
id_5988,id_5988,0.4680,True
id_5988,id_8482,0.4085,False
id_5988,id_4893,0.4241,False
id_5988,id_6611,0.4780,False
id_5988,id_4086,0.3903,False
id_5988,id_5988,0.3951,True
id_5988,id_5988,0.4353,True
id_5988,id_5988,0.3729,True
id_5988,id_5988,0.4436,True
id_5988,id_5988,0.5679,True
id_5988,id_5988,0.4976,True
id_3379,id_3379,0.6440,True
id_3379,id_3379,0.4624,True
id_3379,id_3379,0.6227,True
id_3379,id_3379,0.5877,True
id_3379,id_3379,0.5379,True
id_3379,id_8866,0.3700,False
id_3379,id_3379,0.5500,True
id_3379,id_3379,0.6998,True
id_3379,id_2867,0.3666,False
id_3379,id_3379,0.4036,True
id_3379,id_3379,0.6217,True
id_3379,id_3379,0.4751,True
id_3379,id_2881,0.5352,False
id_3457,id_3457,0.7692,True
id_3457,id_3457,0.5350,True
id_3457,id_3457,0.7257,True
id_3457,id_3457,0.6920,True
id_3457,id_3457,0.4697,True
id_3457,id_3457,0.5305,True
id_3457,id_3457,0.4685,True
id_3457,id_3457,0.5853,True
id_3457,id_3457,0.7259,True
id_3457,id_3457,0.4479,True
id_3457,id_3457,0.4781,True
id_3457,id_10021,0.4013,False
id_3457,id_3457,0.6957,True
id_3457,id_3457,0.6795,True
id_3457,id_3457,0.6439,True
id_3457,id_3457,0.4609,True
id_3457,id_3457,0.7252,True
id_3457,id_8055,0.3289,False
id_3457,id_3457,0.6912,True
id_3457,id_3457,0.5582,True
id_3457,id_3457,0.6182,True
id_3457,id_3457,0.4821,True
id_3457,id_3457,0.6977,True
id_3457,id_3457,0.5568,True
id_3457,id_3060,0.3114,False
id_3457,id_3457,0.6536,True
id_3457,id_3457,0.6860,True
id_3457,id_3457,0.7154,True
id_3457,id_3457,0.7722,True
id_3457,id_3457,0.6584,True
id_3457,id_3457,0.7397,True
id_3457,id_3457,0.7302,True
id_3457,id_3457,0.6340,True
id_3457,id_3457,0.6537,True
id_3457,id_7474,0.3757,False
id_3457,id_3457,0.6055,True
id_3457,id_3457,0.5341,True
id_3457,id_3457,0.6469,True
id_3457,id_3457,0.8016,True
id_3457,id_3457,0.5500,True
id_3457,id_3457,0.7366,True
id_3457,id_7756,0.3364,False
id_3457,id_3457,0.6990,True
id_3457,id_3457,0.4548,True
id_3457,id_3457,0.6136,True
id_3457,id_3457,0.5063,True
id_3457,id_3457,0.6478,True
id_1286,id_4165,0.4305,False
id_1286,id_1795,0.5064,False
id_1286,id_4966,0.3853,False
id_1286,id_1286,0.4345,True
id_1286,id_1286,0.5974,True
id_1286,id_4820,0.3862,False
id_1286,id_1752,0.4344,False
id_1286,id_1286,0.5609,True
id_1286,id_1286,0.3924,True
id_1286,id_1286,0.6215,True
id_1286,id_1286,0.5678,True
id_1286,id_1286,0.6847,True
id_1286,id_1286,0.5719,True
id_1286,id_1286,0.4989,True
id_1286,id_1286,0.4977,True
id_1286,id_4247,0.3650,False
id_1286,id_1286,0.4257,True
id_1286,id_1286,0.4790,True
id_1286,id_2809,0.4127,False
id_1286,id_3866,0.3914,False
id_1286,id_1286,0.3327,True
id_1286,id_1286,0.5570,True
id_1286,id_1286,0.5582,True
id_1286,id_1286,0.6355,True
id_1286,id_1286,0.6428,True
id_9271,id_10232,0.3284,False
id_9271,id_9271,0.5796,True
id_9271,id_9271,0.5808,True
id_9271,id_9271,0.4966,True
id_9271,id_9286,0.4461,False
id_9271,id_9271,0.6061,True
id_9271,id_4358,0.3111,False
id_9271,id_9271,0.4160,True
id_9271,id_9694,0.4177,False
id_9271,id_6568,0.3819,False
id_9271,id_8977,0.4701,False
id_9271,id_9271,0.6032,True
id_9271,id_9271,0.5088,True
id_9271,id_5962,0.3789,False
id_9271,id_9271,0.6204,True
id_9271,id_9530,0.4478,False
id_9271,id_9271,0.3702,True
id_9271,id_9271,0.4677,True
id_9271,id_9271,0.6449,True
id_9271,id_9271,0.6259,True
id_9271,id_9271,0.4222,True
id_9271,id_10181,0.4199,False
id_9271,id_10135,0.4089,False
id_9271,id_9271,0.5646,True
id_9271,id_9271,0.6081,True
id_9271,id_8036,0.5425,False
id_9271,id_9271,0.3394,True
id_9271,id_9271,0.5818,True
id_9271,id_3569,0.3942,False
id_9271,id_9271,0.4214,True
id_4882,id_4882,0.5308,True
id_4882,id_5687,0.4590,False
id_4882,id_3917,0.4845,False
id_4882,id_4882,0.6001,True
id_4882,id_2354,0.3735,False
id_4882,id_4882,0.3975,True
id_4882,id_4882,0.5008,True
id_4882,id_3497,0.4985,False
id_4882,id_4882,0.6910,True
id_4882,id_4882,0.6451,True
id_4882,id_4882,0.5596,True
id_470,id_3497,0.4778,False
id_470,id_470,0.5870,True
id_470,id_4047,0.3974,False
id_470,id_470,0.3942,True
id_470,id_5251,0.4305,False
id_470,id_2730,0.3149,False
id_470,id_470,0.5038,True
id_470,id_470,0.6140,True
id_470,id_470,0.5332,True
id_470,id_556,0.4132,False
id_470,id_470,0.5862,True
id_470,id_7300,0.4240,False
id_470,id_470,0.4174,True
id_470,id_470,0.4917,True
id_470,id_470,0.4043,True
id_470,id_470,0.5788,True
id_470,id_470,0.5164,True
id_470,id_470,0.4316,True
id_470,id_414,0.3921,False
id_470,id_470,0.4277,True
id_470,id_470,0.5896,True
id_470,id_470,0.4749,True
id_470,id_470,0.5820,True
id_470,id_470,0.4046,True
id_470,id_3257,0.4042,False
id_470,id_8116,0.5059,False
id_470,id_470,0.4423,True
id_470,id_470,0.6194,True
id_470,id_2154,0.4364,False
id_470,id_7925,0.3480,False
id_470,id_470,0.5378,True
id_470,id_3622,0.4886,False
id_470,id_99,0.4733,False
id_470,id_470,0.5524,True
id_470,id_3709,0.3465,False
id_470,id_470,0.5076,True
id_3136,id_3136,0.5744,True
id_3136,id_5441,0.4072,False
id_3136,id_5223,0.4880,False
id_3136,id_4532,0.3466,False
id_3136,id_3136,0.6033,True
id_3136,id_3136,0.5512,True
id_3136,id_216,0.3798,False
id_3136,id_3136,0.6054,True
id_1365,id_1365,0.5440,True
id_1365,id_1365,0.6195,True
id_1365,id_4169,0.4339,False
id_1365,id_1365,0.5037,True
id_1365,id_1365,0.4913,True
id_1365,id_1365,0.4803,True
id_1365,id_1365,0.5837,True
id_1365,id_1365,0.4178,True
id_1365,id_1365,0.4908,True
id_1365,id_4923,0.3391,False
id_1365,id_2569,0.3889,False
id_1365,id_9393,0.3162,False
id_1365,id_1365,0.5478,True
id_1365,id_1365,0.3439,True
id_1365,id_1365,0.4920,True
id_1365,id_1365,0.3326,True
id_1365,id_1365,0.5708,True
id_1365,id_1365,0.5825,True
id_1365,id_4853,0.2936,False
id_1365,id_1365,0.6405,True
id_1365,id_1365,0.6722,True
id_1365,id_1365,0.5129,True
id_1365,id_5045,0.3669,False
id_1365,id_1365,0.6591,True
id_1365,id_5131,0.3568,False
id_1365,id_1365,0.4740,True
id_1365,id_1365,0.3612,True
id_1365,id_1365,0.5705,True
id_7032,id_8977,0.4004,False
id_7032,id_9881,0.3753,False
id_7032,id_7032,0.4825,True
id_7032,id_9171,0.4132,False
id_7032,id_7032,0.4478,True
id_7032,id_6288,0.4458,False
id_7032,id_7032,0.6156,True
id_7032,id_7032,0.5054,True
id_7032,id_7032,0.4922,True
id_7032,id_7032,0.5814,True
id_7032,id_4968,0.4164,False
id_7032,id_7032,0.5510,True
id_7367,id_7367,0.5416,True
id_7367,id_7367,0.5035,True
id_7367,id_7367,0.6395,True
id_7367,id_7367,0.5936,True
id_7367,id_7367,0.6269,True
id_7367,id_7367,0.4541,True
id_7367,id_7367,0.5422,True
id_7367,id_7367,0.5559,True
id_7367,id_4726,0.3606,False
id_7367,id_2913,0.3479,False
id_7367,id_7367,0.6312,True
id_7367,id_4583,0.4941,False
id_7367,id_4059,0.3466,False
id_7367,id_7367,0.6494,True
id_7367,id_8152,0.5195,False
id_7367,id_7367,0.6155,True
id_7367,id_7367,0.6303,True
id_7367,id_7367,0.3992,True
id_8423,id_8897,0.4700,False
id_8423,id_8423,0.7203,True
id_8423,id_8423,0.7089,True
id_8423,id_5896,0.4226,False
id_8423,id_8423,0.5347,True
id_1981,id_1981,0.6096,True
id_1981,id_6948,0.2753,False
id_1981,id_1597,0.4257,False
id_1981,id_1981,0.7307,True
id_1981,id_221,0.3665,False
id_1981,id_10048,0.4327,False
