query_id,top1_id,sim1,top2_id,sim2,top3_id,sim3,found_in_top3
id_4247,id_4247,0.7379,id_4019,0.4108,id_9489,0.3849,True
id_4247,id_4247,0.5484,id_6466,0.4594,id_8199,0.3318,True
id_4247,id_4247,0.5290,id_10428,0.3907,id_4433,0.3567,True
id_4247,id_4247,0.7125,id_3866,0.4131,id_3060,0.4123,True
id_4247,id_4247,0.4145,id_2295,0.3707,id_4063,0.3608,True
id_5209,id_5209,0.7427,id_714,0.4800,id_5038,0.3833,True
id_5209,id_5209,0.3852,id_2838,0.3490,id_4174,0.3473,True
id_5209,id_5209,0.7382,id_8437,0.3580,id_5507,0.3402,True
id_5209,id_5209,0.5164,id_4459,0.4618,id_714,0.3937,True
id_5209,id_5209,0.5705,id_1003,0.4507,id_4530,0.3619,True
id_5209,id_5209,0.7211,id_714,0.4573,id_5038,0.4271,True
id_5209,id_5209,0.7040,id_714,0.3842,id_2287,0.3620,True
id_1897,id_1897,0.8355,id_3492,0.5077,id_2833,0.4793,True
id_1897,id_1897,0.6634,id_4840,0.4646,id_3492,0.4344,True
id_1897,id_1897,0.7222,id_3492,0.5035,id_2833,0.4375,True
id_1897,id_1897,0.7173,id_4840,0.5256,id_1824,0.4727,True
id_1897,id_1897,0.7291,id_2833,0.5400,id_4840,0.5097,True
id_1897,id_1897,0.7319,id_3492,0.5047,id_10131,0.4962,True
id_1897,id_1897,0.5992,id_1712,0.4609,id_4710,0.4284,True
id_1897,id_1897,0.8070,id_3492,0.4850,id_1824,0.4640,True
id_1897,id_1897,0.8066,id_10131,0.4979,id_3492,0.4501,True
id_1897,id_1897,0.7594,id_701,0.5148,id_10131,0.4911,True
id_1897,id_3492,0.4898,id_1897,0.4867,id_2663,0.4517,True
id_1897,id_1897,0.7894,id_10131,0.5211,id_701,0.4860,True
id_1897,id_1897,0.7592,id_4840,0.5049,id_1824,0.4621,True
id_1897,id_1897,0.7638,id_2833,0.5538,id_4840,0.4705,True
id_1897,id_1897,0.7412,id_4840,0.5069,id_3492,0.4917,True
id_1897,id_1897,0.8440,id_2833,0.5296,id_3492,0.5022,True
id_1897,id_1897,0.7984,id_4840,0.4951,id_10131,0.4689,True
id_10540,id_10540,0.7135,id_8610,0.4231,id_10232,0.4129,True
id_10540,id_10540,0.6625,id_7197,0.3682,id_264,0.3430,True
id_10540,id_10540,0.6608,id_8637,0.4369,id_6088,0.4359,True
id_10540,id_10540,0.7782,id_652,0.3400,id_7888,0.3337,True
id_10540,id_10540,0.7230,id_10343,0.3476,id_99,0.3430,True
id_10540,id_10540,0.6515,id_9171,0.3658,id_8975,0.3565,True
id_10540,id_10540,0.5007,id_10482,0.3907,id_652,0.3858,True
id_10540,id_10540,0.8399,id_10343,0.4168,id_8610,0.3808,True
id_10540,id_10540,0.6270,id_10343,0.4662,id_8637,0.4217,True
id_4984,id_4984,0.7191,id_7451,0.3874,id_9351,0.3830,True
id_4984,id_4984,0.7544,id_3492,0.4338,id_1155,0.4102,True
id_4984,id_4984,0.7935,id_3257,0.4112,id_3492,0.3952,True
id_4984,id_4984,0.8045,id_2990,0.4259,id_4359,0.4160,True
id_4984,id_4984,0.7119,id_1155,0.5469,id_541,0.4332,True
id_4984,id_4984,0.7155,id_4875,0.3791,id_2101,0.3596,True
id_4984,id_4984,0.7045,id_1897,0.4892,id_3492,0.4833,True
id_4984,id_4984,0.7389,id_715,0.4567,id_4359,0.4277,True
id_4984,id_4984,0.8256,id_4359,0.3974,id_7451,0.3860,True
id_4984,id_4984,0.8126,id_7451,0.3597,id_4359,0.3573,True
id_4984,id_4984,0.6900,id_9351,0.3702,id_7451,0.3416,True
id_4984,id_4984,0.8116,id_3257,0.4372,id_3492,0.4091,True
id_4984,id_4984,0.7656,id_809,0.4029,id_3257,0.3908,True
id_4984,id_4984,0.8162,id_1155,0.4174,id_4359,0.3991,True
id_4984,id_4984,0.4754,id_414,0.3189,id_4840,0.3090,True
id_4984,id_4984,0.7485,id_3257,0.4536,id_809,0.3764,True
id_4984,id_4984,0.5290,id_1155,0.4073,id_4710,0.3402,True
id_4984,id_4984,0.7531,id_715,0.3835,id_3917,0.3639,True
id_4984,id_4984,0.5703,id_1897,0.5391,id_2833,0.4308,True
id_4984,id_4984,0.7476,id_4359,0.3974,id_3257,0.3795,True
id_4984,id_4984,0.8378,id_3492,0.4240,id_4359,0.4156,True
id_4984,id_4984,0.7772,id_9351,0.3897,id_3492,0.3480,True
id_4984,id_4984,0.7947,id_3257,0.4893,id_3917,0.3947,True
id_4984,id_4984,0.7506,id_3257,0.4894,id_3492,0.4115,True
id_4984,id_4984,0.7937,id_1155,0.4488,id_738,0.4470,True
id_556,id_556,0.6772,id_2480,0.4138,id_2590,0.4060,True
id_556,id_556,0.6641,id_476,0.4740,id_2500,0.4450,True
id_556,id_556,0.7451,id_476,0.3829,id_5794,0.3706,True
id_556,id_556,0.6368,id_2480,0.4053,id_6221,0.3727,True
id_556,id_556,0.5490,id_2480,0.3915,id_1514,0.3459,True
id_556,id_556,0.5337,id_4667,0.3460,id_9356,0.3338,True
id_556,id_556,0.6663,id_476,0.3567,id_5010,0.3546,True
id_556,id_556,0.6883,id_476,0.4307,id_9356,0.3772,True
id_556,id_556,0.4884,id_3722,0.3696,id_6024,0.3470,True
id_556,id_4177,0.3465,id_56,0.3199,id_652,0.3126,False
id_556,id_556,0.5765,id_2500,0.4541,id_5257,0.4182,True
id_556,id_556,0.7803,id_476,0.5107,id_809,0.3901,True
id_556,id_556,0.6984,id_1514,0.4508,id_2500,0.4322,True
id_556,id_6221,0.4866,id_556,0.4240,id_7925,0.3753,True
id_556,id_556,0.6851,id_6430,0.3875,id_2590,0.3778,True
id_556,id_556,0.4342,id_6543,0.4093,id_8637,0.3738,True
id_556,id_556,0.6912,id_2480,0.4475,id_2590,0.4057,True
id_556,id_556,0.6180,id_476,0.4523,id_6543,0.3828,True
id_556,id_556,0.7218,id_476,0.3530,id_9051,0.3121,True
id_556,id_1357,0.5742,id_556,0.4756,id_476,0.4166,True
id_556,id_9356,0.4364,id_556,0.4215,id_3926,0.3971,True
id_556,id_556,0.7110,id_476,0.4795,id_1514,0.3806,True
id_556,id_556,0.5051,id_6623,0.4118,id_476,0.3785,True
id_556,id_556,0.6257,id_9356,0.4684,id_476,0.4000,True
id_556,id_556,0.6338,id_1514,0.4044,id_1226,0.3647,True
id_556,id_556,0.6083,id_2590,0.4794,id_470,0.4491,True
id_556,id_556,0.6478,id_476,0.4511,id_3722,0.3256,True
id_556,id_556,0.6219,id_2480,0.4083,id_476,0.4065,True
id_5689,id_5689,0.7244,id_6062,0.5210,id_7270,0.4755,True
id_5689,id_5689,0.6650,id_6062,0.4495,id_4968,0.4053,True
id_5689,id_5689,0.7198,id_7270,0.4347,id_8044,0.4063,True
id_5689,id_5689,0.7666,id_5058,0.4351,id_6062,0.4286,True
id_5689,id_8204,0.4734,id_7270,0.4390,id_5689,0.3929,True
id_5689,id_5689,0.7386,id_7270,0.4421,id_5058,0.3694,True
id_5689,id_5689,0.7133,id_6062,0.4979,id_7270,0.4136,True
id_5689,id_5689,0.8538,id_6062,0.4126,id_5422,0.4105,True
id_5689,id_5689,0.7137,id_5058,0.4607,id_6811,0.4363,True
id_5689,id_5689,0.8027,id_6062,0.4952,id_5422,0.4506,True
id_3106,id_3106,0.5309,id_6115,0.3945,id_1536,0.3805,True
id_3106,id_1571,0.4159,id_3039,0.3906,id_9599,0.3898,False
id_3106,id_74,0.3691,id_6891,0.3457,id_882,0.2887,False
id_3106,id_3106,0.6423,id_9272,0.3238,id_6527,0.3051,True
id_3106,id_1046,0.3866,id_1535,0.3270,id_2701,0.3195,False
id_3106,id_6030,0.3097,id_1096,0.3049,id_9353,0.2974,False
id_3106,id_5437,0.4106,id_9398,0.3845,id_2136,0.3810,False
id_3106,id_3106,0.6754,id_4162,0.3788,id_2645,0.3560,True
id_3106,id_3106,0.6990,id_4825,0.3134,id_3792,0.3105,True
id_3106,id_3106,0.5728,id_907,0.4139,id_1350,0.3727,True
id_3106,id_3106,0.6856,id_2307,0.3668,id_594,0.3404,True
id_3106,id_1400,0.4473,id_2185,0.3943,id_4162,0.3757,False
id_3106,id_3106,0.5481,id_8863,0.3438,id_4647,0.3404,True
id_3106,id_3106,0.8110,id_9044,0.3898,id_6741,0.3877,True
id_3106,id_3106,0.7165,id_594,0.3447,id_1046,0.3369,True
id_3106,id_3106,0.5791,id_6254,0.4207,id_9188,0.3366,True
id_3106,id_3106,0.5710,id_6821,0.3568,id_4162,0.3537,True
id_3106,id_3106,0.4501,id_9044,0.3707,id_3589,0.3258,True
id_3106,id_3106,0.7277,id_6731,0.3499,id_2,0.3302,True
id_3106,id_3106,0.4773,id_5206,0.3734,id_4541,0.3312,True
id_3106,id_5740,0.3817,id_4675,0.3082,id_3106,0.2946,True
id_3106,id_3106,0.7011,id_9044,0.4203,id_2307,0.3748,True
id_3106,id_3106,0.5134,id_2569,0.3825,id_165,0.3148,True
id_3106,id_3106,0.8129,id_1046,0.4048,id_2307,0.3737,True
id_3106,id_3106,0.6506,id_594,0.4293,id_708,0.3994,True
id_3106,id_3106,0.6137,id_6033,0.3992,id_4162,0.3638,True
id_3106,id_3106,0.6986,id_9044,0.3582,id_3206,0.3527,True
id_3106,id_3106,0.7245,id_9272,0.3463,id_4647,0.3177,True
id_3106,id_3106,0.7563,id_1350,0.3760,id_3299,0.3725,True
id_3106,id_3106,0.7220,id_2307,0.3755,id_594,0.3518,True
id_3106,id_3106,0.6998,id_3299,0.3623,id_594,0.3617,True
id_3106,id_3206,0.4184,id_9046,0.3948,id_1046,0.3651,False
id_3106,id_3106,0.6766,id_1046,0.3793,id_2307,0.3719,True
id_3106,id_3106,0.7565,id_3299,0.4564,id_9044,0.4040,True
id_3106,id_3106,0.5108,id_9550,0.3775,id_3692,0.3769,True
id_3106,id_3106,0.6893,id_594,0.3432,id_9398,0.3203,True
id_3106,id_3106,0.6435,id_3206,0.4158,id_2936,0.4059,True
id_3106,id_3106,0.7916,id_4492,0.4019,id_2307,0.3942,True
id_3106,id_4162,0.4043,id_3106,0.3390,id_7809,0.3052,True
id_10442,id_10442,0.6457,id_10393,0.4267,id_1722,0.3970,True
id_10442,id_10442,0.6682,id_10393,0.4626,id_2369,0.3976,True
id_10442,id_1571,0.3668,id_10393,0.3547,id_1612,0.3477,False
id_10442,id_10442,0.6308,id_10393,0.4797,id_2369,0.3979,True
id_10442,id_3039,0.3700,id_9030,0.3699,id_6314,0.3683,False
id_10442,id_10442,0.6299,id_5134,0.4986,id_2331,0.4339,True
id_10442,id_10442,0.6785,id_10393,0.5101,id_2369,0.4783,True
id_2809,id_2809,0.6031,id_1597,0.3917,id_7522,0.3635,True
id_2809,id_2809,0.6414,id_6380,0.3877,id_3039,0.3531,True
id_2809,id_2809,0.5216,id_2287,0.4158,id_4972,0.3934,True
id_2809,id_3519,0.4232,id_2809,0.4133,id_3512,0.3738,True
id_2809,id_2809,0.7114,id_5750,0.4166,id_2287,0.4084,True
id_2809,id_2809,0.5193,id_1597,0.4457,id_4835,0.4180,True
id_2809,id_2809,0.3865,id_6278,0.2903,id_8200,0.2833,True
id_2809,id_2809,0.5534,id_1597,0.4183,id_4835,0.3783,True
id_2809,id_2809,0.5048,id_4516,0.3831,id_7834,0.3617,True
id_1571,id_1571,0.5563,id_9470,0.4188,id_5896,0.3910,True
id_1571,id_1571,0.6555,id_5896,0.4404,id_4492,0.4321,True
id_1571,id_1571,0.4895,id_10021,0.4309,id_4698,0.3980,True
id_1571,id_1571,0.5715,id_6033,0.4302,id_2701,0.4079,True
id_1571,id_1571,0.5861,id_4492,0.4276,id_5896,0.4256,True
id_1571,id_1571,0.4780,id_649,0.3926,id_8362,0.3722,True
id_1571,id_9835,0.4109,id_6380,0.3976,id_1571,0.3938,True
id_1571,id_1571,0.6045,id_5896,0.3773,id_3758,0.3489,True
id_1571,id_6821,0.4449,id_1536,0.4155,id_4169,0.3720,False
id_1571,id_2104,0.4772,id_1571,0.4630,id_3942,0.4383,True
id_1571,id_1571,0.5890,id_4492,0.3736,id_2246,0.3629,True
id_1571,id_2645,0.3720,id_2867,0.3668,id_9609,0.3159,False
id_1571,id_1571,0.4344,id_4233,0.3978,id_1365,0.3471,True
id_1571,id_1571,0.4882,id_2104,0.3608,id_2629,0.3409,True
id_1571,id_1571,0.6076,id_2950,0.3389,id_594,0.3382,True
id_1571,id_1571,0.5688,id_5869,0.3625,id_5896,0.3549,True
id_1571,id_1571,0.6097,id_4492,0.4361,id_2701,0.3916,True
id_6321,id_6321,0.4444,id_9259,0.3620,id_9016,0.3613,True
id_6321,id_6321,0.4537,id_5896,0.3547,id_4324,0.3483,True
id_6321,id_6321,0.5762,id_4324,0.4710,id_3289,0.3615,True
id_6321,id_6321,0.6638,id_1536,0.4574,id_3370,0.4009,True
id_6321,id_6321,0.6500,id_3311,0.4156,id_3251,0.3680,True
id_6321,id_1400,0.3928,id_3758,0.3724,id_9988,0.3537,False
id_6321,id_6321,0.4673,id_1904,0.4176,id_4324,0.4103,True
id_6321,id_6321,0.5381,id_4019,0.4028,id_9838,0.3803,True
id_6321,id_6321,0.6087,id_7995,0.4996,id_3251,0.3958,True
id_6321,id_6321,0.6183,id_7995,0.4285,id_4324,0.3907,True
id_6321,id_6321,0.6357,id_9838,0.4160,id_5419,0.3264,True
id_6321,id_8866,0.4337,id_3140,0.4121,id_9598,0.3924,False
id_6899,id_6899,0.6045,id_9905,0.3590,id_2361,0.3109,True
id_6899,id_6899,0.5947,id_3207,0.3616,id_4630,0.3212,True
id_6899,id_6899,0.5721,id_2867,0.3474,id_9838,0.3451,True
id_6899,id_6899,0.6876,id_7367,0.4188,id_6568,0.3796,True
id_6899,id_6899,0.6199,id_4630,0.3572,id_10136,0.3353,True
id_6899,id_6899,0.6906,id_7988,0.3898,id_5202,0.3789,True
id_6899,id_6899,0.6686,id_5202,0.3701,id_3207,0.3539,True
id_6899,id_6899,0.5913,id_7380,0.3548,id_7484,0.3369,True
id_6899,id_5202,0.5355,id_6899,0.4959,id_7166,0.4604,True
id_6899,id_7380,0.3492,id_6899,0.3456,id_5202,0.3412,True
id_6899,id_6899,0.6160,id_10239,0.4027,id_8414,0.3584,True
id_6899,id_6899,0.4535,id_5223,0.3212,id_1222,0.3054,True
id_6899,id_6899,0.4742,id_7733,0.3509,id_3129,0.3039,True
id_6899,id_6899,0.6550,id_4630,0.3764,id_4379,0.3331,True
id_2670,id_2670,0.7225,id_2881,0.4668,id_7995,0.4481,True
id_2670,id_1046,0.4067,id_2701,0.3867,id_4233,0.2953,False
id_2670,id_2670,0.6162,id_9095,0.3658,id_9647,0.3569,True
id_2670,id_5045,0.3664,id_9835,0.3426,id_1760,0.3301,False
id_2670,id_2701,0.4117,id_1795,0.3327,id_1046,0.3165,False
id_2670,id_2670,0.4248,id_1127,0.3959,id_9707,0.3822,True
id_2670,id_2670,0.6454,id_2881,0.4776,id_9905,0.4510,True
id_2670,id_2670,0.6436,id_2881,0.4417,id_9647,0.4128,True
id_2670,id_2670,0.5340,id_8627,0.4634,id_5202,0.3997,True
id_2670,id_2670,0.5691,id_8627,0.4331,id_9905,0.4128,True
id_2670,id_2701,0.4020,id_1046,0.2863,id_10343,0.2755,False
id_2670,id_2670,0.5135,id_9905,0.3722,id_10507,0.3632,True
id_2670,id_5305,0.3408,id_2701,0.2971,id_2670,0.2970,True
id_2670,id_2670,0.6082,id_9267,0.4434,id_8627,0.4189,True
id_2670,id_2670,0.5960,id_3646,0.4322,id_10021,0.4210,True
id_2670,id_2670,0.6438,id_7166,0.4037,id_9524,0.3804,True
id_2670,id_2670,0.4923,id_69,0.4633,id_4006,0.3874,True
id_2670,id_2670,0.5261,id_3593,0.3861,id_7166,0.3835,True
id_2670,id_2670,0.7489,id_3593,0.4547,id_1627,0.4278,True
id_3758,id_3758,0.7206,id_255,0.3628,id_4516,0.3409,True
id_3758,id_3758,0.7582,id_3299,0.4130,id_9489,0.3779,True
id_3758,id_3758,0.4972,id_2685,0.3341,id_5290,0.3215,True
id_3758,id_3758,0.8426,id_3299,0.4085,id_9431,0.3672,True
id_3758,id_3758,0.7657,id_3299,0.3793,id_4516,0.3291,True
id_3758,id_1434,0.3801,id_1252,0.3536,id_9517,0.3230,False
id_3758,id_3758,0.7480,id_3299,0.4167,id_2364,0.3668,True
id_3758,id_3758,0.6815,id_9980,0.4459,id_2364,0.3993,True
id_3758,id_3758,0.7345,id_255,0.3687,id_3942,0.3385,True
id_3758,id_3758,0.5205,id_1762,0.3369,id_9188,0.3061,True
id_3758,id_3758,0.6616,id_7524,0.4043,id_1360,0.3860,True
id_3758,id_3758,0.5111,id_3936,0.4157,id_1762,0.3757,True
id_3758,id_6667,0.3038,id_1752,0.2972,id_2832,0.2962,False
id_3758,id_3758,0.6778,id_4019,0.3235,id_4233,0.2959,True
id_3758,id_738,0.3606,id_255,0.3587,id_3758,0.3498,True
id_3758,id_3758,0.7332,id_4516,0.3771,id_1762,0.3713,True
id_3758,id_3758,0.7456,id_4852,0.4214,id_6744,0.3493,True
id_3758,id_3758,0.7109,id_6368,0.4036,id_342,0.3541,True
id_3758,id_3758,0.7650,id_4233,0.3782,id_2424,0.3693,True
id_3758,id_3758,0.7673,id_4852,0.4221,id_1752,0.3982,True
id_3758,id_3758,0.7851,id_3299,0.3907,id_4852,0.3893,True
id_3758,id_3758,0.6033,id_4852,0.5405,id_3299,0.4569,True
id_3758,id_3758,0.7933,id_4516,0.3349,id_3299,0.3326,True
id_3758,id_3758,0.6563,id_2645,0.4596,id_1350,0.4064,True
id_3758,id_3758,0.5612,id_2,0.4295,id_9166,0.4072,True
id_3758,id_3758,0.4241,id_6821,0.4202,id_6398,0.3952,True
id_3758,id_3758,0.7559,id_3299,0.3931,id_2424,0.3419,True
id_3758,id_3758,0.6678,id_3299,0.4712,id_6254,0.4007,True
id_3758,id_3758,0.5735,id_1752,0.4468,id_1762,0.4425,True
id_3758,id_3758,0.5048,id_4059,0.4057,id_4063,0.3536,True
id_3758,id_3758,0.7832,id_6744,0.3477,id_4516,0.3477,True
id_3758,id_3758,0.6966,id_3299,0.4670,id_1762,0.3486,True
id_3758,id_3758,0.4839,id_4165,0.4591,id_1612,0.4306,True
id_3758,id_3758,0.7448,id_3350,0.3346,id_255,0.3343,True
id_3758,id_4175,0.4641,id_3758,0.4475,id_342,0.4256,True
id_3758,id_5011,0.4444,id_255,0.3898,id_9383,0.3891,False
id_3758,id_3758,0.5699,id_2645,0.4527,id_9670,0.3528,True
id_3758,id_3758,0.7582,id_1762,0.4312,id_4516,0.4130,True
id_3758,id_2712,0.4001,id_10021,0.3754,id_4880,0.3677,False
id_3758,id_6278,0.4124,id_1481,0.3863,id_497,0.3770,False
id_3758,id_3758,0.5524,id_4516,0.4201,id_3041,0.3319,True
id_3758,id_3758,0.7853,id_3299,0.4275,id_4516,0.3558,True
id_3758,id_3758,0.7581,id_9489,0.3759,id_1762,0.3729,True
id_3758,id_3758,0.7311,id_1612,0.4264,id_9670,0.4206,True
id_3758,id_3195,0.4900,id_3758,0.4495,id_7904,0.4231,True
id_3758,id_5756,0.4483,id_3758,0.4475,id_2104,0.3760,True
id_3758,id_6938,0.4359,id_7381,0.3785,id_6453,0.3755,False
id_3758,id_3758,0.7034,id_10356,0.3383,id_3299,0.3368,True
id_3758,id_3758,0.7768,id_4516,0.3409,id_2701,0.3316,True
id_3758,id_3758,0.6384,id_2246,0.3733,id_1795,0.3706,True
id_3758,id_3758,0.7767,id_4162,0.3439,id_4852,0.3298,True
id_2293,id_2293,0.3459,id_3773,0.3190,id_714,0.3044,True
id_2293,id_2293,0.4722,id_4853,0.4103,id_4659,0.3800,True
id_2293,id_5297,0.3717,id_6560,0.3638,id_5896,0.3446,False
id_2293,id_2293,0.5899,id_6476,0.4055,id_65,0.3846,True
id_2293,id_2293,0.4707,id_7149,0.3556,id_7528,0.3540,True
id_2293,id_2293,0.7222,id_7182,0.3446,id_169,0.3367,True
id_2293,id_2293,0.6044,id_714,0.3703,id_9272,0.3478,True
id_2293,id_2293,0.6831,id_1690,0.3791,id_6476,0.3715,True
id_2293,id_2293,0.7338,id_2141,0.3215,id_3051,0.3039,True
id_2293,id_2293,0.5726,id_65,0.3704,id_1690,0.3663,True
id_2293,id_2293,0.5868,id_7528,0.3875,id_4165,0.3632,True
id_2293,id_2293,0.6471,id_1262,0.3052,id_792,0.2912,True
id_2293,id_2293,0.7773,id_714,0.3784,id_65,0.3342,True
id_2293,id_2293,0.4436,id_1690,0.3243,id_2987,0.3205,True
id_2293,id_2293,0.5682,id_65,0.4333,id_4853,0.3472,True
id_2293,id_2293,0.7564,id_9609,0.3656,id_9694,0.3489,True
id_2293,id_2293,0.7344,id_7235,0.3508,id_4715,0.3431,True
id_2293,id_2293,0.7321,id_9694,0.3791,id_8380,0.3395,True
id_2293,id_2293,0.4565,id_2108,0.3865,id_1210,0.3557,True
id_2293,id_2293,0.3324,id_10464,0.3265,id_9816,0.3184,True
id_2293,id_2293,0.6390,id_5714,0.3775,id_4938,0.3542,True
id_2293,id_2293,0.8235,id_714,0.4052,id_65,0.3292,True
id_2293,id_2293,0.7223,id_5714,0.4522,id_1690,0.3684,True
id_2293,id_1154,0.3896,id_2293,0.3791,id_9166,0.3572,True
id_2293,id_2293,0.7033,id_65,0.4290,id_1722,0.3491,True
id_2293,id_2293,0.5968,id_65,0.4055,id_1722,0.3859,True
id_2293,id_2293,0.7227,id_6476,0.3374,id_7528,0.3203,True
id_2293,id_2293,0.4539,id_420,0.4279,id_4165,0.4222,True
id_2293,id_2293,0.7090,id_7149,0.3413,id_714,0.3397,True
id_2293,id_2293,0.7389,id_1690,0.4085,id_714,0.3699,True
id_2293,id_2293,0.5580,id_1690,0.4550,id_6476,0.3849,True
id_2293,id_2293,0.7374,id_714,0.4413,id_555,0.3289,True
id_2293,id_2293,0.6665,id_714,0.3699,id_6013,0.3044,True
id_2293,id_2293,0.7551,id_714,0.4055,id_65,0.3540,True
id_2293,id_2293,0.7364,id_4659,0.3427,id_5714,0.3216,True
id_2293,id_2293,0.5597,id_5714,0.3002,id_261,0.2819,True
id_2293,id_2293,0.5961,id_65,0.4200,id_1690,0.3562,True
id_2293,id_2293,0.5001,id_1644,0.3703,id_2141,0.3159,True
id_2293,id_2293,0.5713,id_6319,0.3424,id_4373,0.3417,True
id_2293,id_2293,0.5023,id_7182,0.4010,id_8380,0.3063,True
id_2293,id_2293,0.7308,id_714,0.3431,id_3589,0.3263,True
id_2293,id_2293,0.6197,id_1412,0.4501,id_1153,0.3869,True
id_2293,id_2293,0.5054,id_3512,0.4940,id_1690,0.4144,True
id_2293,id_2293,0.6584,id_65,0.3773,id_4659,0.3430,True
id_2293,id_2293,0.5728,id_5232,0.3908,id_2141,0.3564,True
id_6368,id_6368,0.6436,id_9470,0.4074,id_9259,0.3940,True
id_6368,id_6368,0.6139,id_6115,0.3622,id_5305,0.3560,True
id_6368,id_6368,0.7398,id_9670,0.4538,id_3060,0.4385,True
id_6368,id_6368,0.6125,id_8209,0.4152,id_9470,0.4061,True
id_6368,id_6368,0.5768,id_9470,0.3895,id_6115,0.3879,True
id_6368,id_4825,0.4232,id_6368,0.4023,id_1434,0.3765,True
id_6368,id_6368,0.5684,id_6667,0.3893,id_8423,0.3863,True
id_6368,id_6368,0.7013,id_9670,0.4088,id_1571,0.3746,True
id_6368,id_6368,0.6152,id_6115,0.3993,id_2136,0.3698,True
id_6368,id_6368,0.5483,id_10085,0.3803,id_2670,0.3651,True
id_6368,id_6368,0.5685,id_9598,0.3942,id_9259,0.3821,True
id_6368,id_6368,0.5547,id_9470,0.3923,id_2712,0.3889,True
id_6368,id_6368,0.7035,id_5423,0.4326,id_5896,0.4133,True
id_6368,id_6368,0.5919,id_2712,0.4418,id_4825,0.4354,True
id_3140,id_3140,0.7362,id_8547,0.4030,id_6476,0.3646,True
id_3140,id_3140,0.7875,id_891,0.4167,id_6123,0.3715,True
id_3140,id_1853,0.4260,id_6139,0.3615,id_2809,0.3252,False
id_3140,id_3140,0.7306,id_8547,0.3790,id_6503,0.3514,True
id_3140,id_3140,0.4559,id_9114,0.3313,id_6503,0.3275,True
id_3140,id_3140,0.7088,id_6503,0.3788,id_891,0.3493,True
id_3140,id_3140,0.4657,id_4169,0.3754,id_1046,0.3184,True
id_3140,id_3140,0.6966,id_1003,0.3485,id_4459,0.3354,True
id_3140,id_3140,0.7181,id_8870,0.3634,id_891,0.3368,True
id_3140,id_2987,0.4136,id_1612,0.3493,id_1752,0.3424,False
id_3140,id_9694,0.4435,id_7879,0.4093,id_6423,0.4080,False
id_3140,id_3140,0.5756,id_6077,0.4226,id_2232,0.3739,True
id_3140,id_7451,0.4297,id_6139,0.3602,id_8682,0.3549,False
id_3140,id_3140,0.7770,id_891,0.3641,id_6476,0.3580,True
id_3140,id_3140,0.6923,id_891,0.3773,id_1722,0.3715,True
id_3140,id_7470,0.4543,id_1252,0.4303,id_4966,0.3861,False
id_6476,id_6476,0.4692,id_6527,0.4641,id_7752,0.3570,True
id_6476,id_6476,0.7626,id_5906,0.3898,id_7235,0.3650,True
id_6476,id_6476,0.6827,id_4659,0.3991,id_5906,0.3391,True
id_6476,id_9353,0.3984,id_10085,0.3715,id_2710,0.3511,False
id_6476,id_6476,0.6759,id_10464,0.4221,id_4517,0.3813,True
