query_id,top1_id,sim1,top2_id,sim2,top3_id,sim3,found_in_top3?
id_10079,id_2833,0.9999,id_7166,0.9999,id_9873,0.9999,False
id_10079,id_2354,0.9998,id_10345,0.9998,id_7658,0.9998,False
id_10079,id_2645,0.9992,id_9821,0.9991,id_3281,0.9991,False
id_10079,id_10422,0.9999,id_6817,0.9999,id_7166,0.9999,False
id_10079,id_6089,0.9999,id_793,0.9999,id_3593,0.9999,False
id_10079,id_5309,0.9998,id_142,0.9998,id_10509,0.9998,False
id_10079,id_6703,0.9998,id_5222,0.9998,id_2520,0.9998,False
id_10079,id_4840,0.9999,id_9946,0.9999,id_3016,0.9999,False
id_10079,id_10135,0.9997,id_8021,0.9997,id_2775,0.9997,False
id_10079,id_9753,0.9997,id_2775,0.9997,id_10345,0.9997,False
id_10079,id_753,0.9979,id_2409,0.9979,id_5836,0.9978,False
id_10079,id_5173,0.9996,id_7385,0.9996,id_5596,0.9996,False
id_10079,id_2410,1.0000,id_10313,1.0000,id_5425,0.9999,False
id_10079,id_3916,0.9999,id_7703,0.9999,id_8035,0.9999,False
id_10079,id_2409,0.9983,id_8482,0.9980,id_1888,0.9980,False
id_10079,id_6770,0.9997,id_10110,0.9997,id_10383,0.9997,False
id_10079,id_10532,0.9993,id_10232,0.9993,id_10383,0.9993,False
id_10079,id_2409,0.9979,id_10023,0.9978,id_7554,0.9978,False
id_10079,id_414,0.9998,id_652,0.9998,id_6998,0.9998,False
id_10079,id_2410,0.9999,id_7193,0.9999,id_8297,0.9999,False
id_10079,id_4659,0.9998,id_5423,0.9998,id_2987,0.9998,False
id_10079,id_8297,0.9999,id_2410,0.9999,id_6938,0.9999,False
id_10079,id_10383,0.9992,id_9288,0.9992,id_4821,0.9992,False
id_10079,id_2409,0.9988,id_8482,0.9988,id_10023,0.9987,False
id_10079,id_5423,0.9999,id_488,0.9999,id_3593,0.9999,False
id_10079,id_9869,0.9998,id_8156,0.9998,id_5323,0.9998,False
id_10079,id_6938,0.9998,id_2288,0.9998,id_6703,0.9998,False
id_10079,id_2645,0.9995,id_10383,0.9995,id_3926,0.9994,False
id_10079,id_2775,0.9997,id_8417,0.9997,id_4170,0.9997,False
id_10079,id_9753,0.9996,id_2775,0.9996,id_10345,0.9996,False
id_10079,id_7087,0.9997,id_2645,0.9997,id_10203,0.9997,False
id_10079,id_2410,0.9999,id_7193,0.9999,id_5425,0.9999,False
id_10085,id_8297,0.9999,id_6938,0.9999,id_8825,0.9999,False
id_10085,id_3492,0.9998,id_10422,0.9998,id_5552,0.9998,False
id_10085,id_7270,0.9997,id_5134,0.9997,id_4619,0.9997,False
id_10085,id_10023,0.9994,id_9286,0.9994,id_2409,0.9994,False
id_10085,id_9096,0.9996,id_10110,0.9996,id_2645,0.9996,False
id_10085,id_10110,0.9998,id_10532,0.9998,id_6314,0.9998,False
id_10085,id_10050,0.9997,id_4619,0.9997,id_5066,0.9997,False
id_10085,id_10419,0.9998,id_601,0.9998,id_6001,0.9998,False
id_10085,id_7204,0.9998,id_2141,0.9998,id_3370,0.9998,False
id_10085,id_4907,0.9996,id_5740,0.9996,id_9753,0.9996,False
id_10085,id_10110,0.9998,id_652,0.9998,id_6741,0.9998,False
id_10085,id_7806,0.9999,id_142,0.9999,id_8152,0.9999,False
id_10085,id_8447,0.9998,id_9863,0.9998,id_4359,0.9997,False
id_10085,id_9272,0.9998,id_652,0.9998,id_6998,0.9997,False
id_10085,id_9288,0.9987,id_6376,0.9987,id_6611,0.9987,False
id_10085,id_6001,0.9999,id_10500,0.9999,id_9271,0.9999,False
id_10085,id_10419,0.9997,id_4619,0.9997,id_5066,0.9997,False
id_10085,id_6779,0.9999,id_4059,0.9999,id_7381,0.9999,False
id_10085,id_9218,0.9999,id_7385,0.9999,id_6523,0.9999,False
id_10085,id_4619,0.9997,id_6001,0.9997,id_10050,0.9996,False
id_10085,id_4619,0.9999,id_10050,0.9999,id_10532,0.9999,False
id_10085,id_7952,0.9999,id_6779,0.9998,id_7528,0.9998,False
id_10085,id_6938,0.9999,id_8297,0.9999,id_8825,0.9999,False
id_10085,id_10419,1.0000,id_5173,0.9999,id_5425,0.9999,False
id_10085,id_6001,0.9998,id_4619,0.9998,id_6938,0.9998,False
id_10085,id_7064,0.9999,id_9931,0.9999,id_7806,0.9999,False
id_10085,id_4619,0.9999,id_9218,0.9999,id_6001,0.9999,False
id_10085,id_8425,0.9999,id_10500,0.9999,id_5552,0.9999,False
id_10110,id_9136,0.9999,id_4840,0.9999,id_1003,0.9999,False
id_10110,id_2990,0.9997,id_2582,0.9997,id_6594,0.9997,False
id_10110,id_2409,0.9993,id_10023,0.9993,id_864,0.9993,False
id_10110,id_6938,0.9999,id_9218,0.9999,id_4619,0.9999,False
id_10110,id_652,0.9998,id_4047,0.9998,id_10532,0.9998,False
id_10110,id_834,0.9998,id_8486,0.9998,id_7772,0.9998,False
id_10110,id_8417,0.9998,id_4956,0.9998,id_4532,0.9998,False
id_10110,id_3819,0.9996,id_414,0.9995,id_2645,0.9995,False
id_10110,id_6159,0.9999,id_2424,0.9999,id_10313,0.9999,False
id_10110,id_10383,0.9996,id_10135,0.9996,id_4630,0.9996,False
id_10110,id_8482,0.9987,id_10023,0.9987,id_6189,0.9987,False
id_10110,id_6001,0.9998,id_10532,0.9997,id_5033,0.9997,False
id_10110,id_3320,0.9997,id_6013,0.9997,id_414,0.9997,False
id_10110,id_8482,0.9974,id_420,0.9974,id_1612,0.9973,False
id_10110,id_6024,0.9998,id_7528,0.9998,id_7397,0.9998,False
id_10110,id_5596,0.9995,id_10023,0.9994,id_7568,0.9994,False
id_10116,id_6582,0.9996,id_4956,0.9996,id_792,0.9996,False
id_10116,id_10239,0.9996,id_2361,0.9996,id_10135,0.9996,False
id_10116,id_2409,0.9981,id_8482,0.9980,id_10023,0.9980,False
id_10116,id_10239,0.9996,id_8417,0.9996,id_2775,0.9996,False
id_10116,id_9864,0.9999,id_8629,0.9999,id_1824,0.9999,False
id_10116,id_10532,0.9996,id_10383,0.9996,id_10110,0.9996,False
id_10116,id_2775,0.9998,id_6005,0.9998,id_6028,0.9998,False
id_10116,id_2775,0.9997,id_9753,0.9997,id_6363,0.9997,False
id_10116,id_2409,0.9992,id_8677,0.9991,id_6611,0.9991,False
id_10116,id_5596,0.9996,id_9046,0.9996,id_7478,0.9996,False
id_10125,id_6314,0.9998,id_10007,0.9998,id_6062,0.9998,False
id_10125,id_1724,0.9987,id_8423,0.9987,id_7193,0.9987,False
id_10125,id_6314,0.9998,id_4455,0.9998,id_5011,0.9998,False
id_10125,id_5750,0.9998,id_2358,0.9998,id_465,0.9998,False
id_10125,id_9864,0.9999,id_5425,0.9999,id_3492,0.9998,False
id_10125,id_2058,0.9969,id_8159,0.9969,id_9530,0.9969,False
id_10125,id_6241,0.9998,id_738,0.9998,id_10509,0.9998,False
id_10125,id_1752,0.9997,id_3129,0.9996,id_6314,0.9996,False
id_10125,id_5425,0.9999,id_9864,0.9999,id_9155,0.9999,False
id_10125,id_10419,0.9998,id_6938,0.9998,id_9398,0.9998,False
id_10125,id_10509,0.9999,id_7062,0.9999,id_4192,0.9999,False
id_10125,id_5011,0.9998,id_6314,0.9998,id_9136,0.9998,False
id_10125,id_4619,0.9998,id_9218,0.9998,id_10050,0.9998,False
id_10125,id_6637,0.9998,id_3541,0.9998,id_4852,0.9998,False
id_10125,id_6753,0.9998,id_7772,0.9998,id_2291,0.9998,False
id_10125,id_10048,0.9985,id_6376,0.9984,id_1939,0.9984,False
id_10131,id_2936,0.9999,id_6684,0.9999,id_1155,0.9999,False
id_10131,id_2576,0.9999,id_5425,0.9999,id_9864,0.9999,False
id_10131,id_4852,0.9999,id_4233,0.9999,id_10131,0.9999,True
id_10131,id_10419,0.9999,id_2410,0.9999,id_5425,0.9999,False
id_10131,id_7166,0.9998,id_7064,0.9998,id_2833,0.9998,False
id_10131,id_2288,0.9999,id_2410,0.9999,id_10419,0.9999,False
id_10131,id_10313,0.9999,id_9864,0.9999,id_5425,0.9999,False
id_10131,id_10419,1.0000,id_5425,0.9999,id_2410,0.9999,False
id_10131,id_9136,0.9998,id_414,0.9998,id_3140,0.9998,False
id_10131,id_9864,0.9998,id_2410,0.9998,id_10313,0.9998,False
id_10131,id_2410,0.9999,id_715,0.9999,id_10313,0.9999,False
id_10131,id_10313,0.9999,id_2410,0.9999,id_7456,0.9999,False
id_10131,id_9753,0.9998,id_10345,0.9997,id_2775,0.9997,False
id_10131,id_10419,0.9999,id_5425,0.9999,id_2410,0.9999,False
id_10131,id_793,0.9999,id_2520,0.9999,id_5906,0.9999,False
id_10131,id_10419,0.9999,id_5425,0.9999,id_2288,0.9999,False
id_10131,id_10313,0.9999,id_10509,0.9999,id_715,0.9999,False
id_10131,id_8417,0.9998,id_8610,0.9998,id_4075,0.9998,False
id_10131,id_414,0.9998,id_10136,0.9998,id_1381,0.9998,False
id_10131,id_8417,0.9998,id_8610,0.9998,id_10135,0.9998,False
id_10131,id_6350,0.9998,id_3311,0.9998,id_5906,0.9997,False
id_10131,id_10313,0.9999,id_2410,0.9999,id_9864,0.9999,False
id_10131,id_8610,0.9998,id_6998,0.9998,id_10136,0.9998,False
id_10135,id_9310,0.9998,id_1952,0.9998,id_7658,0.9998,False
id_10135,id_10419,1.0000,id_5425,0.9999,id_2288,0.9999,False
id_10135,id_10419,1.0000,id_2288,0.9999,id_5425,0.9999,False
id_10135,id_792,0.9995,id_6476,0.9995,id_9188,0.9994,False
id_10135,id_414,0.9997,id_10135,0.9997,id_9716,0.9997,True
id_10135,id_5425,0.9999,id_9864,0.9999,id_6566,0.9999,False
id_10135,id_10419,0.9999,id_5425,0.9999,id_2288,0.9999,False
id_10135,id_7166,0.9999,id_8425,0.9999,id_1155,0.9999,False
id_10135,id_6159,0.9999,id_10509,0.9999,id_10428,0.9999,False
id_10136,id_5173,0.9995,id_9286,0.9995,id_1744,0.9995,False
id_10136,id_10239,0.9995,id_8417,0.9995,id_10135,0.9995,False
id_10136,id_6523,0.9998,id_9218,0.9998,id_3251,0.9998,False
id_10136,id_2936,0.9999,id_10434,0.9999,id_10422,0.9999,False
id_10136,id_5425,0.9999,id_2410,0.9999,id_10419,0.9999,False
id_10136,id_10313,0.9999,id_715,0.9998,id_9864,0.9998,False
id_10136,id_10313,0.9999,id_7456,0.9999,id_2410,0.9999,False
id_10136,id_9864,0.9999,id_5425,0.9999,id_8629,0.9999,False
id_10136,id_4956,0.9998,id_10515,0.9998,id_7575,0.9998,False
id_10136,id_5425,0.9999,id_2410,0.9999,id_10313,0.9999,False
id_10136,id_7474,0.9998,id_6159,0.9998,id_5309,0.9998,False
id_10136,id_6998,0.9997,id_834,0.9997,id_346,0.9997,False
id_10136,id_10509,0.9997,id_2500,0.9997,id_10570,0.9997,False
id_10136,id_9864,0.9999,id_5051,0.9999,id_5425,0.9999,False
id_10136,id_2410,0.9999,id_9864,0.9999,id_5425,0.9999,False
id_10136,id_2775,0.9998,id_8417,0.9998,id_8604,0.9998,False
id_10152,id_8447,0.9997,id_9629,0.9997,id_9863,0.9997,False
id_10152,id_4956,0.9998,id_753,0.9998,id_9699,0.9998,False
id_10152,id_6350,0.9997,id_5011,0.9997,id_3311,0.9997,False
id_10152,id_3218,0.9987,id_2701,0.9985,id_5896,0.9985,False
id_10152,id_6744,0.9999,id_10428,0.9999,id_8037,0.9999,False
id_10152,id_3218,0.9962,id_9018,0.9960,id_4019,0.9960,False
id_10152,id_3218,0.9987,id_9393,0.9986,id_2701,0.9985,False
id_10170,id_8037,0.9998,id_6218,0.9998,id_10540,0.9997,False
id_10170,id_9931,0.9998,id_7064,0.9998,id_4059,0.9998,False
id_10170,id_5323,0.9998,id_8447,0.9998,id_9609,0.9998,False
id_10170,id_2775,0.9998,id_6028,0.9997,id_2663,0.9997,False
id_10170,id_8037,0.9999,id_10509,0.9998,id_8152,0.9998,False
id_10170,id_6882,0.9997,id_4922,0.9997,id_10345,0.9997,False
id_10170,id_2936,0.9999,id_10313,0.9999,id_3544,0.9999,False
id_10170,id_2409,0.9991,id_10515,0.9990,id_10023,0.9990,False
id_10178,id_5750,0.9997,id_5064,0.9997,id_1481,0.9997,False
id_10178,id_7270,0.9998,id_7197,0.9998,id_6001,0.9998,False
id_10178,id_793,0.9999,id_5173,0.9999,id_6334,0.9999,False
id_10178,id_7568,0.9993,id_10023,0.9993,id_5134,0.9993,False
id_10178,id_720,0.9998,id_7528,0.9998,id_3370,0.9998,False
id_10178,id_6620,0.9999,id_4192,0.9999,id_6749,0.9999,False
id_10178,id_8604,0.9997,id_4956,0.9997,id_8639,0.9997,False
id_10181,id_2410,0.9999,id_10313,0.9999,id_9864,0.9999,False
id_10181,id_5173,0.9999,id_7763,0.9999,id_2410,0.9999,False
id_10181,id_9863,0.9998,id_4359,0.9998,id_2291,0.9998,False
id_10181,id_346,0.9995,id_9288,0.9994,id_834,0.9994,False
id_10181,id_5552,0.9999,id_2424,0.9999,id_8629,0.9999,False
id_10181,id_6350,0.9997,id_7204,0.9997,id_5429,0.9997,False
id_10181,id_9716,0.9999,id_3578,0.9999,id_7087,0.9999,False
id_10181,id_10135,0.9996,id_470,0.9996,id_8639,0.9996,False
id_10181,id_8975,0.9999,id_5128,0.9999,id_5222,0.9998,False
id_10181,id_5509,0.9999,id_1060,0.9999,id_9427,0.9999,False
id_10181,id_4875,0.9996,id_9821,0.9995,id_8362,0.9995,False
id_10181,id_9864,0.9999,id_5425,0.9999,id_10213,0.9999,False
id_10181,id_652,0.9998,id_6998,0.9998,id_3537,0.9998,False
id_1020,id_4922,0.9999,id_6882,0.9998,id_2354,0.9998,False
id_1020,id_2410,0.9999,id_715,0.9999,id_10313,0.9999,False
id_1020,id_1755,0.9999,id_6882,0.9999,id_10498,0.9999,False
id_1020,id_7568,0.9994,id_10023,0.9994,id_6503,0.9993,False
id_1020,id_10313,0.9999,id_9864,0.9999,id_8629,0.9999,False
id_1020,id_2410,1.0000,id_5425,1.0000,id_10419,0.9999,False
id_1020,id_1755,0.9999,id_6684,0.9999,id_1155,0.9999,False
id_1020,id_6882,0.9998,id_7064,0.9998,id_10498,0.9998,False
id_1020,id_10313,0.9999,id_10509,0.9999,id_715,0.9999,False
id_1020,id_2775,0.9997,id_4075,0.9997,id_9753,0.9997,False
id_1020,id_8297,0.9999,id_2410,0.9999,id_5892,0.9999,False
id_1020,id_8946,0.9997,id_8610,0.9997,id_6005,0.9997,False
id_1020,id_9136,0.9999,id_7087,0.9999,id_4840,0.9999,False
id_1020,id_10125,0.9977,id_1724,0.9977,id_9099,0.9977,False
id_1020,id_10313,0.9998,id_8152,0.9998,id_163,0.9998,False
id_1020,id_5128,0.9998,id_7806,0.9998,id_7166,0.9998,False
id_1020,id_9018,0.9964,id_856,0.9963,id_1735,0.9963,False
id_1020,id_10050,0.9999,id_4840,0.9999,id_7270,0.9999,False
id_1020,id_1712,0.9999,id_6703,0.9999,id_6089,0.9999,False
id_1020,id_1755,0.9999,id_2424,0.9998,id_3593,0.9998,False
id_1020,id_5906,0.9999,id_3593,0.9999,id_7806,0.9999,False
id_1020,id_5305,0.9994,id_5596,0.9993,id_10023,0.9993,False
id_1020,id_3593,0.9999,id_5906,0.9999,id_9946,0.9999,False
id_1020,id_1755,0.9999,id_6882,0.9999,id_1155,0.9999,False
id_1020,id_6001,0.9998,id_6523,0.9998,id_6741,0.9998,False
id_1020,id_2354,0.9998,id_10345,0.9998,id_3722,0.9998,False
id_1020,id_6882,0.9998,id_2354,0.9998,id_10345,0.9998,False
id_1020,id_470,0.9998,id_10135,0.9998,id_8639,0.9998,False
id_1020,id_5045,0.9982,id_6894,0.9982,id_9286,0.9981,False
id_1020,id_10419,0.9985,id_8423,0.9984,id_9286,0.9984,False
id_1020,id_5956,0.9975,id_8423,0.9974,id_5836,0.9974,False
id_1020,id_2354,0.9999,id_4505,0.9998,id_4373,0.9998,False
id_1020,id_10136,0.9998,id_414,0.9998,id_7658,0.9998,False
id_1020,id_2775,0.9998,id_8604,0.9997,id_1939,0.9997,False
id_1020,id_414,0.9998,id_9716,0.9998,id_8610,0.9998,False
id_1020,id_3963,0.9969,id_856,0.9969,id_8423,0.9968,False
id_1020,id_9393,0.9990,id_10023,0.9990,id_1724,0.9990,False
id_1020,id_8423,0.9970,id_3736,0.9968,id_753,0.9968,False
id_1020,id_6703,0.9999,id_6089,0.9998,id_9033,0.9998,False
id_1020,id_1003,0.9998,id_5906,0.9998,id_9136,0.9998,False
id_1020,id_4019,0.9965,id_856,0.9965,id_9018,0.9965,False
id_1020,id_9286,0.9976,id_10125,0.9976,id_6566,0.9976,False
id_1020,id_8037,0.9999,id_6744,0.9999,id_10428,0.9999,False
id_1020,id_3544,0.9999,id_8975,0.9999,id_7193,0.9999,False
id_1020,id_3926,0.9996,id_7478,0.9996,id_891,0.9996,False
id_1020,id_6744,0.9999,id_8037,0.9999,id_10428,0.9999,False
id_1020,id_8423,0.9963,id_3736,0.9962,id_9018,0.9962,False
id_10203,id_2410,0.9999,id_7456,0.9999,id_10313,0.9999,False
id_10203,id_10050,0.9997,id_2990,0.9997,id_652,0.9997,False
id_10203,id_2410,0.9999,id_10419,0.9999,id_5425,0.9999,False
id_10203,id_4875,0.9988,id_3926,0.9988,id_10383,0.9988,False
id_10203,id_4359,0.9998,id_4852,0.9998,id_10131,0.9998,False
id_10203,id_9218,0.9998,id_4619,0.9998,id_8482,0.9998,False
id_10203,id_6938,0.9999,id_4583,0.9999,id_8297,0.9999,False
id_10203,id_3327,0.9998,id_8863,0.9997,id_8885,0.9997,False
id_10206,id_8037,0.9998,id_7064,0.9998,id_4922,0.9998,False
id_10206,id_1481,0.9996,id_6350,0.9996,id_7528,0.9996,False
id_10206,id_5425,0.9999,id_9864,0.9999,id_2410,0.9999,False
id_10206,id_4373,0.9998,id_4505,0.9998,id_7567,0.9998,False
id_10206,id_10419,0.9994,id_5066,0.9994,id_9398,0.9994,False
id_10206,id_10419,0.9998,id_6938,0.9998,id_8297,0.9998,False
id_10206,id_5425,0.9999,id_9398,0.9999,id_7806,0.9999,False
id_10206,id_1939,0.9996,id_8639,0.9996,id_4956,0.9996,False
id_10206,id_7533,0.9999,id_10313,0.9999,id_5051,0.9999,False
id_10206,id_414,0.9995,id_2645,0.9995,id_4047,0.9995,False
id_10206,id_5309,0.9999,id_1746,0.9999,id_8425,0.9999,False
id_10206,id_8825,0.9999,id_6938,0.9999,id_8297,0.9999,False
id_10206,id_6817,0.9998,id_6637,0.9998,id_4233,0.9998,False
id_10206,id_6568,0.9998,id_7197,0.9998,id_6350,0.9998,False
id_10206,id_8629,0.9998,id_7806,0.9998,id_9864,0.9998,False
id_10206,id_8486,0.9994,id_9188,0.9993,id_4907,0.9993,False
id_10206,id_5131,0.9984,id_2802,0.9984,id_2246,0.9984,False
id_10206,id_10023,0.9994,id_9286,0.9994,id_9988,0.9993,False
id_10206,id_1755,0.9999,id_3593,0.9998,id_6684,0.9998,False
id_10206,id_7451,0.9999,id_9218,0.9999,id_5210,0.9999,False
id_10206,id_1481,0.9998,id_9931,0.9998,id_8152,0.9998,False
id_10206,id_5066,0.9996,id_4619,0.9996,id_10419,0.9996,False
id_10206,id_6744,0.9999,id_2936,0.9999,id_7474,0.9999,False
id_10206,id_8959,0.9997,id_5934,0.9997,id_1652,0.9997,False
id_10206,id_8362,0.9995,id_4532,0.9995,id_4247,0.9995,False
id_10206,id_6028,0.9998,id_4075,0.9998,id_4170,0.9998,False
id_10206,id_10419,0.9999,id_6938,0.9999,id_5173,0.9999,False
id_10206,id_10483,0.9997,id_3129,0.9996,id_9508,0.9996,False
id_10206,id_4878,0.9998,id_9310,0.9998,id_6703,0.9998,False
id_10206,id_6770,0.9992,id_8987,0.9992,id_9096,0.9991,False
id_10206,id_10419,0.9998,id_6938,0.9998,id_4619,0.9998,False
id_10206,id_3320,0.9998,id_8987,0.9998,id_6703,0.9998,False
id_10206,id_5425,0.9999,id_2410,0.9999,id_5173,0.9999,False
id_10206,id_9286,0.9997,id_10419,0.9997,id_9398,0.9997,False
id_10206,id_7658,0.9998,id_10203,0.9998,id_7087,0.9997,False
id_10206,id_10419,0.9999,id_6938,0.9999,id_8297,0.9999,False
id_10206,id_8825,0.9999,id_5405,0.9999,id_3593,0.9999,False
id_10206,id_7968,0.9998,id_7952,0.9998,id_7806,0.9998,False
id_10206,id_10419,0.9999,id_5173,0.9999,id_2288,0.9999,False
id_10206,id_3456,0.9999,id_7806,0.9999,id_165,0.9999,False
id_10206,id_8482,0.9997,id_6741,0.9996,id_4619,0.9996,False
id_10206,id_2409,0.9986,id_6894,0.9984,id_10023,0.9984,False
id_10206,id_8811,0.9996,id_10050,0.9996,id_6001,0.9996,False
id_10206,id_4835,0.9999,id_1506,0.9998,id_5429,0.9998,False
id_1021,id_4825,0.9998,id_7980,0.9998,id_1952,0.9998,False
id_1021,id_420,0.9971,id_1724,0.9968,id_8423,0.9968,False
id_1021,id_5064,0.9996,id_10483,0.9996,id_9508,0.9996,False
id_1021,id_2058,0.9976,id_420,0.9976,id_5486,0.9976,False
id_1021,id_2354,0.9998,id_4373,0.9998,id_6753,0.9998,False
